"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004"
"01060","Yécora/Iekora","14.97","14.97","14.86","14.79","14.79","14.79","14.52","13.30","13.23","12.89","18.71","18.61"
"48095","Zaldibar","52.78","52.45","47.85","38.80","38.80","38.80","38.77","35.58","39.75","42.51","43.05","39.41"
"20078","Zaldibia","88.66","88.66","93.21","78.99","82.53","82.42","81.63","80.88","78.68","78.68","78.68","77.06"
"01061","Zalduondo","4.39","4.39","4.54","4.72","4.72","4.60","4.60","4.55","4.55","4.49","4.32","4.21"
"48096","Zalla","32.06","32.05","32.28","9.79","9.75","10.13","10.02","10.02","9.84","9.78","9.63","9.14"
"01062","Zambrana","9.74","9.71","9.58","11.72","11.66","11.62","12.34","12.29","10.69","10.24","10.03","9.91"
"48905","Zamudio","47.73","47.06","46.90","42.89","42.89","42.89","42.89","44.34","66.62","66.62","66.62","66.62"
"48097","Zaratamo","18.63","18.63","18.69","15.42","15.42","15.42","16.68","16.67","16.67","16.67","16.62","38.42"
"20079","Zarautz","75.92","76.35","75.51","70.34","70.06","70.19","69.18","89.22","88.72","88.71","91.44","91.44"
"48024","Zeanuri","9.66","9.62","9.88","10.78","10.74","10.65","10.62","10.85","10.89","10.98","10.97","10.98"
"48025","Zeberio","10.22","10.28","10.68","10.69","10.50","16.85","16.85","17.03","4.09","4.09","4.11","30.55"
"20025","Zegama","38.42","38.42","36.94","32.93","32.85","31.29","31.29","31.23","30.06","32.83","47.58","47.18"
"20026","Zerain","24.91","24.91","24.91","24.91","25.00","25.00","24.63","24.79","24.45","24.45","24.28","24.28"
"20027","Zestoa","45.51","45.51","46.26","41.80","41.78","41.78","40.30","39.86","47.13","43.63","47.61","47.61"
"48913","Zierbena","8.93","8.93","8.94","9.46","9.46","9.46","9.46","9.41","8.34","8.30","9.08","9.31"
"01018","Zigoitia","4.39","4.41","4.46","4.62","4.59","4.03","4.03","4.01","3.96","3.75","3.55","3.31"
"48915","Ziortza-Bolibar","6.63","6.88","7.19","6.75","6.75","6.56","5.71","22.36","22.36","22.04","52.46","53.41"
"20028","Zizurkil","51.22","55.14","55.57","55.79","62.69","63.03","57.14","56.93","57.57","53.15","53.15","53.15"
"01063","Zuia","4.80","4.80","4.94","4.97","4.93","4.89","4.79","4.74","4.72","3.76","3.71","3.65"
"20081","Zumaia","53.64","53.04","53.17","49.48","48.57","48.57","48.56","43.98","40.18","49.88","49.14","60.06"
"20080","Zumarraga","94.05","93.44","95.23","84.09","81.64","80.98","80.83","80.25","80.79","63.49","88.53","84.59"
