"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012"
"20074","Bergara","5.23","6.86","6.32","9.20","8.13"
"48017","Bermeo","7.76","8.41","8.56","9.30","7.48"
"01016","Bernedo","52.70","46.48","46.25","46.05","44.59"
"48018","Berriatua","18.90","17.39","19.44","20.29","20.44"
"48019","Berriz","4.77","5.90","5.40","6.17","5.11"
"20023","Berrobi","33.33","31.03","34.38","36.11","33.33"
"20024","Bidania-Goiatz","36.00","33.33","39.68","40.32","38.60"
"48020","Bilbao","0.24","0.19","0.20","0.18","0.19"
"48021","Busturia","13.19","14.89","11.83","13.54","7.29"
"01017","Campezo/Kanpezu","27.27","26.89","25.83","26.61","21.95"
"20029","Deba","14.04","16.17","16.76","16.98","14.83"
"48901","Derio","1.22","1.26","1.49","1.72","1.78"
"48026","Dima","9.90","14.56","14.00","15.46","13.89"
"20069","Donostia / San Sebastián","0.46","0.43","0.42","0.61","0.51"
"48027","Durango","1.19","1.03","0.81","1.06","0.98"
"48028","Ea","10.17","13.33","14.04","14.29","13.79"
"20030","Eibar","1.31","1.41","1.95","2.16","1.60"
"48031","Elantxobe","0.00","0.00","0.00","4.76","11.54"
"01021","Elburgo/Burgelu","32.73","34.62","31.03","32.69","33.93"
"01022","Elciego","40.94","42.58","40.88","40.62","35.71"
"20031","Elduain","11.11","22.73","26.09","26.09","15.00"
"20033","Elgeta","3.23","3.03","4.76","5.71","4.46"
"20032","Elgoibar","4.99","4.88","5.95","6.33","5.24"
"48032","Elorrio","7.16","6.43","7.64","8.24","6.12"
"01023","Elvillar/Bilar","60.00","53.85","53.41","52.27","51.76"
"48902","Erandio","0.90","0.90","0.85","0.89","0.78"
"48033","Ereño","13.33","29.41","31.58","30.00","27.27"
"48034","Ermua","0.34","0.22","0.33","0.33","0.20"
"20067","Errenteria","0.91","0.96","1.11","1.18","1.19"
"20066","Errezil","44.87","48.19","51.04","52.04","47.50"
"01046","Erriberagoitia/Ribera Alta","44.21","41.86","41.86","43.02","37.08"
"48079","Errigoiti","9.68","16.13","19.35","20.59","21.95"
"20034","Eskoriatza","11.11","10.83","14.50","14.44","11.07"
"48029","Etxebarri","0.00","0.00","0.13","0.14","0.14"
"48030","Etxebarria","28.99","29.58","32.00","32.94","29.11"
"20035","Ezkio-Itsaso","13.98","14.14","14.89","19.15","14.13"
"48906","Forua","14.55","16.67","16.39","11.48","15.00"
"48035","Fruiz","13.33","15.15","12.12","13.79","12.00"
"20038","Gabiria","28.57","25.00","38.33","40.00","38.98"
"20037","Gaintza","40.00","46.15","50.00","52.94","46.67"
"48036","Galdakao","1.26","1.12","1.62","1.47","1.22"
"48037","Galdames","28.38","30.77","34.94","34.83","34.15"
"48038","Gamiz-Fika","24.75","22.47","28.26","29.79","27.47"
"48039","Garai","17.39","13.04","24.00","27.27","31.58"
"48040","Gatika","10.00","10.77","12.32","13.87","13.48"
"48041","Gautegiz Arteaga","5.17","3.64","3.23","4.55","4.23"
"20907","Gaztelu","42.11","45.00","47.37","50.00","45.45"
"48046","Gernika-Lumo","2.64","2.56","2.81","2.77","1.75"
"20039","Getaria","19.41","18.41","18.77","19.23","19.30"
"48044","Getxo","0.28","0.32","0.36","0.47","0.39"
"48047","Gizaburuaga","4.35","2.17","4.35","4.55","2.33"
"48042","Gordexola","11.98","13.92","17.31","20.25","14.91"
"48043","Gorliz","2.78","2.94","2.71","3.00","2.35"
"48045","Güeñes","6.39","7.08","6.70","6.99","6.02"
"01056","Harana/Valle de Arana","48.72","50.00","52.38","52.27","48.78"
"20040","Hernani","2.37","2.31","2.84","3.04","2.04"
"20041","Hernialde","31.82","33.33","34.78","34.78","20.00"
"20036","Hondarribia","4.94","4.91","5.22","5.77","5.75"
"20042","Ibarra","6.51","5.95","5.30","5.69","5.30"
"48048","Ibarrangelu","10.00","11.36","15.22","16.33","9.76"
"20043","Idiazabal","11.41","11.05","13.97","12.70","11.92"
"48094","Igorre","5.61","6.65","6.16","7.49","7.12"
"20044","Ikaztegieta","13.04","9.30","8.33","7.27","9.09"
"20045","Irun","0.71","0.82","0.97","1.00","0.90"
"20046","Irura","1.23","1.23","1.21","1.23","0.00"
"01027","Iruraiz-Gauna","61.29","64.06","67.21","67.16","64.91"
"01901","Iruña Oka/Iruña de Oca","6.91","7.14","7.02","7.41","7.02"
"48049","Ispaster","29.17","30.19","35.09","39.66","30.77"
"20047","Itsasondo","7.50","11.36","15.00","13.51","5.56"
"48910","Iurreta","5.32","5.26","5.35","6.85","5.44"
"48050","Izurtza","4.44","12.00","12.50","16.33","14.00"
"48022","Karrantza Harana/Valle de Carranza","47.76","49.47","52.25","52.59","50.62"
"48907","Kortezubi","34.15","34.78","40.43","52.08","48.89"
"01019","Kripan","79.31","71.43","71.43","75.00","71.88"
"01020","Kuartango","53.66","51.35","55.56","56.41","44.44"
"01028","Labastida/Bastida","29.38","30.65","29.35","31.58","26.34"
"01030","Lagrán","42.86","45.83","48.15","48.15","40.74"
"01031","Laguardia","19.79","19.58","18.30","20.37","17.42"
"01032","Lanciego/Lantziego","34.27","40.28","40.14","42.86","41.10"
"48051","Lanestosa","27.59","28.12","31.43","36.11","34.38"
"01902","Lantarón","35.29","32.29","32.69","33.33","31.78"
"01033","Lapuebla de Labarca","41.72","46.25","44.17","46.75","43.98"
"48052","Larrabetzu","10.39","9.87","9.55","11.80","9.82"
"20048","Larraul","33.33","34.38","32.35","33.33","26.47"
"20902","Lasarte-Oria","1.17","1.47","1.45","1.52","1.36"
"01036","Laudio/Llodio","3.09","3.07","3.49","4.15","3.56"
"48053","Laukiz","9.30","17.05","19.10","18.28","13.27"
"20049","Lazkao","4.30","4.72","6.32","6.15","5.64"
"20050","Leaburu","12.50","15.38","18.60","18.60","17.07"
"20051","Legazpi","4.73","4.72","4.81","4.77","3.68"
"20052","Legorreta","3.53","9.20","15.46","15.89","11.88"
"01058","Legutio","5.78","4.88","5.57","5.57","4.32"
"20068","Leintz-Gatzaga","22.73","21.74","31.82","30.43","20.00"
"48054","Leioa","0.54","0.54","0.54","0.50","0.48"
"48057","Lekeitio","3.77","2.70","2.77","3.33","3.01"
"48055","Lemoa","2.05","3.26","5.14","6.42","4.92"
"48056","Lemoiz","21.79","25.61","23.81","26.74","21.69"
"01034","Leza","32.35","34.38","32.26","34.38","30.00"
"48081","Lezama","11.71","14.08","13.61","14.80","13.85"
"20053","Lezo","2.86","3.06","3.34","3.69","2.79"
"20054","Lizartza","18.00","19.61","19.23","22.41","17.24"
"48903","Loiu","2.26","2.68","2.89","2.88","2.02"
"48058","Mallabia","9.91","13.55","11.89","13.22","8.26"
"48060","Markina-Xemein","10.50","11.26","11.28","11.03","8.24"
"48061","Maruri-Jatabe","18.18","13.79","18.18","16.67","22.58"
"48059","Mañaria","11.32","11.76","14.29","16.67","14.58"
"20901","Mendaro","7.83","10.59","10.56","11.93","9.15"
"48062","Mendata","34.78","44.00","34.48","43.33","40.00"
"48063","Mendexa","23.53","25.00","25.00","23.08","17.14"
"48064","Meñaka","9.76","10.53","7.89","16.67","15.38"
"01039","Moreda de Álava / Moreda Araba","58.14","48.48","54.29","55.88","48.28"
"48066","Morga","28.12","29.41","28.12","37.50","40.62"
"48068","Mundaka","6.52","2.17","4.23","5.41","4.58"
"48069","Mungia","3.90","4.20","3.97","4.59","4.47"
"48007","Munitibar-Arbatzegi Gerrikaitz-","17.65","21.21","21.21","21.43","20.69"
"48908","Murueta","5.26","5.56","11.11","6.25","0.00"
"48071","Muskiz","4.03","5.27","5.08","6.17","5.02"
"20057","Mutiloa","39.13","31.58","40.91","50.00","41.94"
"20056","Mutriku","11.46","12.93","14.87","15.72","14.33"
"48067","Muxika","21.67","24.60","22.31","25.40","17.89"
"48909","Nabarniz","23.53","18.75","18.75","17.65","25.00"
"01041","Navaridas","47.92","34.88","46.94","45.10","45.83"
"20063","Oiartzun","4.92","5.16","6.33","6.22","5.04"
"01042","Okondo","19.19","21.00","22.22","23.36","21.30"
"20058","Olaberria","5.79","5.43","8.00","13.08","12.50"
"48073","Ondarroa","9.03","6.87","5.68","7.11","4.92"
"20076","Ordizia","0.87","1.33","1.47","1.25","1.08"
"20905","Orendain","38.89","47.06","56.25","61.11","55.00"
"20060","Orexa","33.33","30.00","36.36","46.15","42.86"
"20061","Orio","5.01","5.17","4.61","6.37","6.56"
"20062","Ormaiztegi","3.30","5.21","4.35","5.38","4.35"
"48075","Orozko","25.93","29.00","29.00","28.83","23.87"
"48083","Ortuella","0.69","1.20","1.22","1.41","1.32"
"48072","Otxandio","8.64","10.34","10.59","13.75","14.29"
"01043","Oyón-Oion","21.28","17.75","19.09","20.63","16.02"
"20059","Oñati","9.52","10.05","12.78","16.28","13.28"
"20064","Pasaia","1.87","2.60","2.41","3.04","2.65"
"01044","Peñacerrada-Urizaharra","38.24","37.50","36.36","38.24","39.39"
"48077","Plentzia","2.73","3.47","4.24","4.78","4.15"
"48078","Portugalete","0.15","0.18","0.18","0.21","0.21"
"01047","Ribera Baja/Erribera Beitia","13.59","12.75","15.60","15.84","16.04"
"01051","Salvatierra/Agurain","7.67","5.64","6.43","6.87","5.56"
"01052","Samaniego","41.94","40.98","40.68","41.94","32.79"
"01053","San Millán/Donemiliaga","66.67","63.44","67.31","66.04","64.42"
"48082","Santurtzi","0.63","0.63","0.64","0.57","0.52"
"20070","Segura","14.61","13.98","19.54","20.88","18.75"
"48084","Sestao","0.22","0.07","0.14","0.22","0.21"
"48904","Sondika","0.88","0.69","0.67","0.96","0.47"
"48085","Sopela","1.20","0.85","0.86","1.35","0.71"
"48086","Sopuerta","16.48","17.03","17.65","18.62","12.57"
"20065","Soraluze-Placencia de las Armas","4.39","6.17","6.47","6.47","5.88"
"48076","Sukarrieta","8.00","8.70","5.26","6.25","9.52"
"20071","Tolosa","2.67","3.16","3.47","3.47","3.18"
"48087","Trucios-Turtzioz","33.33","37.88","38.98","36.67","31.48"
"48088","Ubide","18.75","21.43","40.00","43.75","35.71"
"48065","Ugao-Miraballes","1.30","1.30","0.99","1.28","2.06"
"48089","Urduliz","2.97","3.45","3.86","3.97","3.68"
"48074","Urduña/Orduña","15.79","17.43","17.76","18.00","15.46"
"01054","Urkabustaiz","29.75","26.79","29.75","32.48","33.04"
"20072","Urnieta","6.10","6.20","6.55","6.43","5.25"
"20077","Urretxu","2.90","3.27","3.07","3.02","2.49"
"20073","Usurbil","6.39","7.50","7.64","7.26","5.50"
"01055","Valdegovía/Gaubea","41.13","38.26","36.67","38.89","33.33"
"48080","Valle de Trápaga-Trapagaran","1.26","1.32","1.39","1.36","1.00"
"20075","Villabona","5.43","6.58","6.93","7.09","6.78"
"01057","Villabuena de Álava/Eskuernaga","34.41","30.68","30.34","36.08","33.33"
"01059","Vitoria-Gasteiz","1.40","1.19","1.25","1.35","1.14"
"01060","Yécora/Iekora","73.33","70.59","67.92","67.86","59.26"
"48095","Zaldibar","2.68","4.11","4.95","5.88","4.76"
"20078","Zaldibia","20.80","21.37","20.90","24.65","20.00"
"01061","Zalduondo","42.11","42.11","45.45","45.83","45.45"
"48096","Zalla","7.40","7.77","7.03","7.27","5.56"
"01062","Zambrana","35.71","32.00","37.04","38.46","26.92"
"48905","Zamudio","1.99","1.66","1.53","1.82","1.76"
"48097","Zaratamo","2.26","3.43","2.72","2.09","4.10"
"20079","Zarautz","2.34","2.30","2.45","2.65","2.47"
"48024","Zeanuri","22.00","25.96","27.27","27.18","24.07"
"48025","Zeberio","16.25","21.92","20.63","19.12","16.42"
"20025","Zegama","20.37","19.82","22.69","24.32","18.02"
"20026","Zerain","35.29","38.89","37.84","39.47","34.21"
"20027","Zestoa","16.19","17.00","18.62","19.53","17.89"
"48913","Zierbena","5.92","5.44","7.48","7.48","7.75"
"01018","Zigoitia","20.62","17.96","16.11","18.09","16.23"
"48915","Ziortza-Bolibar","32.00","33.33","35.71","40.00","31.82"
"20028","Zizurkil","12.50","11.39","10.90","10.92","7.88"
"01063","Zuia","20.86","20.11","21.65","22.84","16.32"
"20081","Zumaia","3.56","3.70","3.54","4.13","4.33"
"20080","Zumarraga","3.93","4.26","3.93","4.32","4.27"
