"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009"
"20015","Ataun","31.70","30.26","27.97","28.65","29.86","56.11","60.30"
"48091","Atxondo","99.34","99.50","96.08","97.73","99.68","101.27","104.57"
"48070","Aulesti","19.43","18.37","16.97","19.06","21.43","26.01","19.86"
"01010","Ayala/Aiara","51.82","50.13","73.32","73.88","74.75","75.68","71.57"
"20017","Azkoitia","53.09","51.67","46.44","47.13","49.41","50.95","51.30"
"20018","Azpeitia","56.71","54.37","55.61","62.21","70.37","69.70","71.99"
"01049","Añana","20.73","14.63","17.44","15.19","20.48","18.75","15.66"
"48012","Bakio","26.01","24.54","24.71","24.60","25.45","24.95","25.16"
"20904","Baliarrain","36.84","26.32","32.00","27.78","30.19","42.31","32.69"
"48090","Balmaseda","23.93","24.91","23.94","23.97","25.91","27.37","25.81"
"48013","Barakaldo","30.14","29.60","28.25","28.42","29.23","30.26","31.64"
"48014","Barrika","15.70","16.33","17.89","16.19","18.06","18.14","18.71"
"01013","Barrundia","30.48","30.00","23.29","24.94","26.67","26.29","24.88"
"48015","Basauri","48.50","47.11","47.83","50.68","54.36","55.82","57.58"
"01011","Baños de Ebro/Mañueta","63.51","66.89","58.60","79.87","198.68","184.42","230.97"
"20019","Beasain","95.87","93.50","95.39","94.50","96.76","96.64","96.97"
"48092","Bedia","170.85","162.56","149.30","133.41","147.80","144.50","151.11"
"20020","Beizama","26.83","28.05","23.17","20.25","15.91","14.74","14.74"
"20021","Belauntza","285.09","287.72","275.21","273.17","284.25","268.66","243.70"
"48016","Berango","29.84","29.03","30.45","31.99","33.19","34.06","35.00"
"01014","Berantevilla","429.56","431.53","430.81","415.89","262.91","261.29","258.18"
"20022","Berastegi","46.34","44.79","46.00","46.10","46.00","46.71","47.14"
"20074","Bergara","48.40","50.15","49.59","49.66","52.61","53.10","54.66"
"48017","Bermeo","30.72","30.16","30.60","30.77","31.91","34.30","37.56"
"01016","Bernedo","43.32","44.77","44.29","40.55","43.71","50.69","53.42"
"48018","Berriatua","131.72","117.38","117.61","116.70","121.51","115.29","104.49"
"48019","Berriz","67.56","66.04","71.96","73.31","74.14","74.26","74.53"
"20023","Berrobi","19.22","18.82","19.60","18.58","18.22","18.42","18.87"
"20024","Bidania-Goiatz","25.23","25.68","29.15","28.90","30.22","34.07","28.76"
"48020","Bilbao","55.35","54.53","54.33","55.86","58.58","59.82","61.01"
"48021","Busturia","14.62","14.35","13.93","13.40","15.37","15.12","15.18"
"01017","Campezo/Kanpezu","35.28","33.67","35.48","36.59","42.16","42.99","42.53"
"20029","Deba","72.04","70.92","69.78","67.99","72.02","71.90","77.04"
"48901","Derio","253.12","243.32","240.71","250.70","257.18","238.14","214.60"
"48026","Dima","23.61","22.60","25.55","27.38","26.34","22.92","23.82"
"20069","Donostia / San Sebastián","61.10","59.54","58.74","59.88","62.42","63.69","64.75"
"48027","Durango","29.73","29.09","28.65","28.94","30.39","30.55","29.98"
"48028","Ea","21.99","25.65","21.70","22.81","22.60","23.60","21.41"
"20030","Eibar","33.85","32.66","31.86","33.14","35.57","36.88","38.71"
"48031","Elantxobe","7.27","7.27","6.06","7.14","7.14","7.95","9.09"
"01021","Elburgo/Burgelu","30.53","29.01","27.41","29.85","41.42","38.58","42.52"
"01022","Elciego","75.27","72.21","78.10","85.87","98.65","101.10","108.08"
"20031","Elduain","65.96","64.89","61.70","61.29","62.37","58.95","58.95"
"20033","Elgeta","90.47","84.96","87.09","84.54","92.61","100.81","101.85"
"20032","Elgoibar","76.19","75.01","75.66","75.74","77.08","75.61","77.01"
"48032","Elorrio","102.79","101.08","100.95","105.61","110.07","112.18","110.12"
"01023","Elvillar/Bilar","52.90","50.97","47.13","54.32","61.68","69.75","79.01"
"48902","Erandio","117.91","118.85","118.53","123.71","131.83","131.07","126.75"
"48033","Ereño","14.29","12.50","12.84","16.81","18.64","16.24","22.12"
"48034","Ermua","34.11","33.81","33.24","33.22","33.95","35.17","34.90"
"20067","Errenteria","25.47","24.93","24.76","25.03","29.13","30.57","31.20"
"20066","Errezil","81.27","74.90","69.80","77.74","60.57","71.64","65.09"
"01046","Erriberagoitia/Ribera Alta","30.00","29.46","29.25","25.68","29.77","26.37","26.11"
"48079","Errigoiti","16.80","15.57","14.68","23.08","33.84","25.48","23.97"
"20034","Eskoriatza","101.46","95.69","101.44","104.62","111.15","99.08","91.63"
"48029","Etxebarri","58.70","59.03","58.71","60.66","63.73","64.42","68.11"
"48030","Etxebarria","218.42","195.61","199.12","191.50","201.42","197.43","169.97"
"20035","Ezkio-Itsaso","167.94","168.32","175.29","155.89","147.54","154.78","160.00"
"48906","Forua","14.62","15.33","13.36","13.17","13.73","16.67","15.25"
"48035","Fruiz","12.39","13.76","12.33","11.66","11.76","12.04","9.52"
"20038","Gabiria","52.51","51.60","48.40","46.79","47.69","60.99","57.27"
"20037","Gaintza","9.23","13.85","16.13","14.06","11.29","14.52","16.13"
"48036","Galdakao","48.06","46.14","43.31","45.61","50.36","50.22","50.41"
"48037","Galdames","32.18","34.04","50.79","46.33","48.86","55.95","52.53"
"48038","Gamiz-Fika","24.03","22.17","21.36","19.69","18.99","19.41","19.21"
"48039","Garai","16.92","15.38","12.50","12.06","8.33","8.97","8.76"
"48040","Gatika","36.34","35.32","37.77","42.10","40.62","37.10","42.66"
"48041","Gautegiz Arteaga","16.90","14.68","13.44","14.32","15.87","17.59","17.02"
"20907","Gaztelu","18.99","17.72","16.67","43.59","42.50","36.47","40.00"
"48046","Gernika-Lumo","32.72","32.05","30.11","31.55","33.75","34.92","36.07"
"20039","Getaria","47.95","47.28","48.88","49.91","50.18","52.97","49.50"
"48044","Getxo","25.79","24.88","26.02","25.41","26.24","26.44","26.57"
"48047","Gizaburuaga","136.67","122.22","124.44","101.14","120.48","149.43","142.35"
"48042","Gordexola","34.50","29.11","30.05","30.70","31.79","32.84","25.64"
"48043","Gorliz","16.67","15.76","15.38","16.30","16.96","16.95","17.16"
"48045","Güeñes","24.44","23.80","23.58","26.05","27.47","29.95","23.60"
"01056","Harana/Valle de Arana","21.54","24.62","22.70","24.46","25.33","28.30","24.39"
"20040","Hernani","86.90","84.83","83.41","85.95","82.82","85.09","81.63"
"20041","Hernialde","13.14","13.14","11.69","12.90","13.12","16.98","16.77"
"20036","Hondarribia","27.78","27.69","26.89","27.40","28.64","26.02","26.76"
"20042","Ibarra","46.64","38.28","33.85","36.08","36.17","34.23","40.75"
"48048","Ibarrangelu","13.94","14.63","15.09","15.96","13.88","14.89","14.34"
"20043","Idiazabal","101.08","96.33","94.39","91.16","94.76","95.58","106.70"
"48094","Igorre","105.30","107.51","105.21","108.66","115.84","116.55","120.58"
"20044","Ikaztegieta","61.79","64.62","86.47","87.75","93.56","89.16","84.06"
"20045","Irun","43.27","42.46","42.29","43.91","46.57","48.13","50.26"
"20046","Irura","93.80","96.52","94.44","94.30","107.80","108.07","110.99"
"01027","Iruraiz-Gauna","26.07","30.34","30.21","28.81","28.86","29.05","34.91"
"01901","Iruña Oka/Iruña de Oca","102.21","97.64","93.84","92.75","98.97","100.72","95.14"
"48049","Ispaster","18.57","23.78","25.00","29.62","32.14","32.25","35.88"
"20047","Itsasondo","85.23","88.64","88.93","95.29","96.58","97.38","102.57"
"48910","Iurreta","101.76","99.87","98.00","93.87","91.88","94.94","102.91"
"48050","Izurtza","241.13","250.81","219.31","207.59","227.81","233.56","269.47"
"48022","Karrantza Harana/Valle de Carranza","31.55","31.48","30.72","31.67","33.38","37.47","36.52"
"48907","Kortezubi","23.68","21.58","18.23","17.55","16.76","14.36","8.74"
"01019","Kripan","38.27","37.04","40.24","41.67","48.81","40.00","50.60"
"01020","Kuartango","18.72","16.58","12.64","13.04","12.77","10.99","11.48"
"01028","Labastida/Bastida","44.22","42.63","39.81","41.58","49.85","47.27","49.41"
"01030","Lagrán","33.72","37.21","37.50","43.90","45.45","43.62","47.25"
"01031","Laguardia","193.94","183.94","175.82","169.72","176.09","168.70","184.38"
"01032","Lanciego/Lantziego","63.55","56.77","55.02","49.19","58.65","63.84","64.85"
"48051","Lanestosa","14.17","16.54","18.40","15.87","18.11","16.94","19.20"
"01902","Lantarón","141.16","136.69","134.06","134.71","149.78","143.67","159.70"
"01033","Lapuebla de Labarca","87.06","84.64","83.33","88.59","110.93","108.81","120.98"
"48052","Larrabetzu","71.77","65.82","64.09","63.37","65.18","58.78","58.89"
"20048","Larraul","28.97","27.10","27.36","26.42","26.21","27.84","27.72"
"20902","Lasarte-Oria","38.03","37.95","36.29","36.43","38.21","39.58","42.25"
"01036","Laudio/Llodio","50.91","51.71","53.84","56.37","58.23","59.85","59.58"
"48053","Laukiz","15.71","15.50","16.16","21.01","20.92","21.00","23.59"
"20049","Lazkao","32.69","30.98","31.11","31.59","33.14","34.60","35.83"
"20050","Leaburu","67.72","61.39","62.58","45.70","43.40","45.96","44.12"
"20051","Legazpi","40.42","43.46","43.90","43.14","46.79","47.52","51.89"
"20052","Legorreta","59.08","57.26","47.39","48.76","66.31","45.69","44.92"
"01058","Legutio","230.28","228.99","223.77","245.53","262.81","285.66","301.07"
"20068","Leintz-Gatzaga","19.66","19.66","15.97","16.53","16.38","15.79","16.92"
"48054","Leioa","61.18","59.67","57.20","58.46","60.60","63.33","61.61"
"48057","Lekeitio","16.94","17.24","16.18","16.05","17.35","17.39","17.37"
"48055","Lemoa","93.55","90.78","76.41","83.34","89.40","95.81","100.51"
"48056","Lemoiz","13.78","13.04","13.07","12.35","16.15","13.86","13.79"
"01034","Leza","65.96","44.68","36.96","41.84","47.52","48.51","51.26"
"48081","Lezama","51.87","48.63","50.75","49.35","51.45","51.31","55.43"
"20053","Lezo","83.27","81.01","75.82","73.80","81.00","84.46","86.42"
"20054","Lizartza","36.93","38.68","37.04","38.57","37.30","35.23","37.05"
"48903","Loiu","411.71","406.01","363.54","345.83","369.38","362.92","351.68"
"48058","Mallabia","189.29","184.02","189.83","202.08","211.01","215.77","216.35"
"48060","Markina-Xemein","38.35","37.32","35.75","33.52","34.85","36.88","41.17"
"48061","Maruri-Jatabe","26.62","23.88","22.50","21.11","22.85","22.31","25.19"
"48059","Mañaria","54.22","54.22","60.37","63.56","70.04","70.12","69.23"
"20901","Mendaro","118.38","115.72","113.33","115.86","106.19","103.22","100.86"
"48062","Mendata","10.30","11.52","10.71","14.20","13.61","10.47","11.86"
"48063","Mendexa","17.96","21.84","25.13","27.23","31.25","30.57","29.32"
"48064","Meñaka","17.45","17.13","16.62","16.46","17.45","21.41","21.00"
"01039","Moreda de Álava / Moreda Araba","38.74","37.84","35.71","41.96","40.68","40.17","37.29"
"48066","Morga","13.54","13.02","14.97","15.98","16.67","15.46","12.94"
"48068","Mundaka","25.26","27.93","30.54","29.42","30.44","33.54","33.74"
"48069","Mungia","59.07","59.08","61.87","63.87","66.97","67.48","70.36"
"48007","Munitibar-Arbatzegi Gerrikaitz-","19.25","16.43","20.93","22.43","19.51","19.60","16.84"
"48908","Murueta","83.33","85.61","81.34","80.60","77.86","76.92","77.69"
"48071","Muskiz","61.10","58.81","63.24","59.96","64.52","72.48","66.66"
"20057","Mutiloa","35.19","28.70","31.43","32.35","25.71","31.68","30.48"
"20056","Mutriku","16.32","14.93","15.11","14.67","16.38","19.16","19.49"
"48067","Muxika","52.74","51.13","51.47","52.14","68.09","72.36","66.72"
"48909","Nabarniz","21.70","20.75","24.76","26.92","29.41","28.57","29.91"
"01041","Navaridas","44.70","40.91","46.49","60.34","79.63","101.01","135.87"
"20063","Oiartzun","151.03","147.93","148.44","141.84","151.20","160.32","162.29"
"01042","Okondo","41.72","40.92","41.43","43.20","50.69","50.10","50.30"
"20058","Olaberria","310.98","294.75","276.57","268.51","255.40","233.97","222.35"
"48073","Ondarroa","31.92","31.95","31.46","31.85","33.43","33.08","32.44"
"20076","Ordizia","31.93","30.98","30.78","33.36","36.68","36.88","37.80"
"20905","Orendain","31.71","24.39","22.89","19.05","20.51","20.00","20.93"
"20060","Orexa","23.40","25.53","31.11","26.09","25.00","18.37","18.87"
"20061","Orio","19.62","17.93","18.99","19.91","21.81","23.90","20.49"
"20062","Ormaiztegi","157.35","143.93","136.10","139.16","154.00","149.37","149.82"
"48075","Orozko","48.85","48.18","47.80","48.08","52.32","57.68","59.40"
"48083","Ortuella","53.59","47.60","48.52","50.29","56.73","61.23","74.56"
"48072","Otxandio","32.40","35.94","33.82","34.64","34.02","41.30","39.00"
"01043","Oyón-Oion","97.44","93.42","90.42","93.04","94.87","100.30","95.36"
"20059","Oñati","84.28","81.71","81.33","80.14","83.77","83.13","84.92"
"20064","Pasaia","27.74","28.26","28.01","28.56","30.98","31.76","32.29"
"01044","Peñacerrada-Urizaharra","17.33","17.33","16.56","16.00","15.89","13.46","13.66"
"48077","Plentzia","17.96","18.70","16.95","17.70","18.78","19.49","17.63"
"48078","Portugalete","17.87","17.41","17.06","17.47","19.93","20.82","20.86"
"01047","Ribera Baja/Erribera Beitia","99.48","83.19","74.91","77.34","74.83","86.92","80.97"
"01051","Salvatierra/Agurain","46.05","45.18","44.87","43.33","47.50","48.14","53.62"
"01052","Samaniego","74.05","67.94","67.41","59.49","133.54","140.00","179.74"
"01053","San Millán/Donemiliaga","52.01","60.34","58.36","53.96","56.21","51.72","54.08"
"48082","Santurtzi","20.56","20.95","20.02","18.80","19.91","20.09","19.17"
"20070","Segura","20.29","21.10","20.52","21.01","21.52","19.81","22.46"
"48084","Sestao","23.76","22.31","22.21","20.92","24.43","24.69","26.81"
"48904","Sondika","119.32","121.77","119.60","139.45","149.25","156.75","163.53"
"48085","Sopela","23.12","22.57","22.09","21.11","22.14","22.46","22.33"
"48086","Sopuerta","19.37","19.37","17.85","19.14","22.47","24.93","25.87"
"20065","Soraluze-Placencia de las Armas","31.54","31.48","31.04","32.64","35.03","35.56","34.75"
"48076","Sukarrieta","70.24","68.45","57.59","61.64","63.35","62.73","57.58"
"20071","Tolosa","36.41","36.44","37.42","38.55","43.73","46.33","46.03"
"48087","Trucios-Turtzioz","25.40","24.21","24.12","25.49","28.08","26.77","31.10"
"48088","Ubide","10.13","13.92","10.00","11.84","13.75","12.35","12.50"
"48065","Ugao-Miraballes","36.30","39.52","40.81","41.32","45.52","53.89","52.67"
"48089","Urduliz","53.87","54.11","57.27","60.33","65.17","67.44","71.11"
"48074","Urduña/Orduña","13.62","13.84","13.40","13.51","13.94","19.58","19.97"
"01054","Urkabustaiz","41.70","41.00","44.96","45.23","47.27","50.17","53.05"
"20072","Urnieta","74.61","73.35","71.33","74.91","78.56","77.55","76.05"
"20077","Urretxu","32.12","31.76","32.39","32.14","32.51","32.74","31.77"
"20073","Usurbil","63.10","67.30","71.12","72.36","78.92","80.87","82.81"
"01055","Valdegovía/Gaubea","24.55","22.57","20.04","20.58","21.52","22.88","24.60"
"48080","Valle de Trápaga-Trapagaran","113.92","114.12","103.43","106.75","117.99","129.83","131.88"
"20075","Villabona","29.45","29.41","27.72","29.24","31.24","32.30","33.31"
"01057","Villabuena de Álava/Eskuernaga","122.76","113.10","118.37","131.51","165.99","149.66","157.14"
"01059","Vitoria-Gasteiz","58.09","56.49","55.96","57.82","60.81","62.12","62.70"
"01060","Yécora/Iekora","45.83","45.00","45.95","43.86","55.04","44.85","46.21"
"48095","Zaldibar","62.87","60.06","56.17","58.84","59.38","69.51","68.33"
"20078","Zaldibia","35.44","37.02","37.93","38.49","40.20","40.44","41.62"
"01061","Zalduondo","12.22","12.22","13.41","13.25","17.07","14.94","15.91"
"48096","Zalla","27.63","27.06","27.58","30.24","32.80","39.86","40.99"
"01062","Zambrana","17.19","18.23","19.27","18.09","21.00","21.47","21.20"
"48905","Zamudio","597.33","565.60","543.48","552.88","573.04","595.15","618.08"
"48097","Zaratamo","135.12","136.90","133.04","141.09","155.08","180.54","195.88"
"20079","Zarautz","35.10","35.18","34.38","35.19","37.48","38.12","39.16"
"48024","Zeanuri","18.55","18.92","18.28","16.33","18.28","19.82","19.68"
"48025","Zeberio","18.60","19.91","19.31","18.40","20.18","20.61","22.81"
"20025","Zegama","28.08","26.34","26.83","24.45","24.21","22.14","23.22"
"20026","Zerain","30.77","34.62","30.56","28.32","27.68","28.18","25.47"
"20027","Zestoa","61.95","57.96","67.81","67.09","70.46","67.88","67.65"
"48913","Zierbena","84.15","71.47","78.08","73.95","77.37","72.21","75.23"
"01018","Zigoitia","44.42","40.48","42.00","45.52","44.46","49.75","45.42"
"48915","Ziortza-Bolibar","7.46","7.96","7.88","26.24","19.60","31.05","35.57"
"20028","Zizurkil","51.05","52.10","53.71","59.81","68.40","68.24","72.78"
"01063","Zuia","28.08","29.79","27.02","29.50","30.41","30.85","35.03"
"20081","Zumaia","57.79","57.79","57.38","58.68","58.93","58.10","54.06"
"20080","Zumarraga","35.81","34.48","35.07","34.57","34.26","33.54","35.39"
