"Udalerri kodea","Udalerria","2015","2014","2013","2012"
"48029","Etxebarri","14.25","14.65","15.09","15.42"
"48030","Etxebarria","40.00","40.18","40.15","40.04"
"20035","Ezkio-Itsaso","27.80","28.82","28.25","28.05"
"48906","Forua","20.64","20.56","20.12","22.04"
"48035","Fruiz","12.50","13.86","14.43","15.92"
"20038","Gabiria","37.02","35.27","35.94","39.53"
"20037","Gaintza","29.17","29.17","30.19","30.61"
"48036","Galdakao","20.26","20.72","21.39","22.19"
"48037","Galdames","18.50","18.00","17.51","18.04"
"48038","Gamiz-Fika","18.90","19.37","19.39","20.60"
"48039","Garai","25.64","25.00","26.67","29.90"
"48040","Gatika","18.72","19.18","20.39","20.74"
"48041","Gautegiz Arteaga","13.11","13.58","15.77","16.24"
"20907","Gaztelu","4.35","4.08","8.51","23.88"
"48046","Gernika-Lumo","22.78","22.92","23.13","23.93"
"20039","Getaria","30.57","30.97","31.29","33.09"
"48044","Getxo","9.96","10.49","10.84","11.04"
"48047","Gizaburuaga","36.36","36.49","36.36","34.18"
"48042","Gordexola","19.81","19.34","19.63","19.90"
"48043","Gorliz","10.86","11.81","12.34","12.70"
"48045","Güeñes","16.83","16.48","17.71","18.63"
"01056","Harana/Valle de Arana","13.10","13.64","14.94","17.86"
"20040","Hernani","18.92","18.77","19.25","19.86"
"20041","Hernialde","25.49","23.23","26.99","24.69"
"20036","Hondarribia","12.64","12.59","13.10","13.36"
"20042","Ibarra","29.85","30.61","32.78","32.81"
"48048","Ibarrangelu","15.62","16.49","15.87","16.85"
"20043","Idiazabal","42.83","43.04","44.30","43.95"
"48094","Igorre","29.70","29.15","30.36","31.07"
"20044","Ikaztegieta","41.36","42.02","38.95","40.11"
"20045","Irun","14.01","14.22","14.57","15.37"
"20046","Irura","30.87","30.58","32.13","33.28"
"01027","Iruraiz-Gauna","12.66","13.16","13.22","13.18"
"01901","Iruña Oka/Iruña de Oca","27.33","27.12","28.63","30.06"
"48049","Ispaster","22.45","23.33","23.40","24.14"
"20047","Itsasondo","35.10","35.56","34.76","35.56"
"48910","Iurreta","33.24","34.06","34.22","34.93"
"48050","Izurtza","31.25","29.46","30.09","30.56"
"48022","Karrantza Harana/Valle de Carranza","8.85","8.43","8.06","8.56"
"48907","Kortezubi","22.60","25.29","25.45","22.29"
"01019","Kripan","8.47","7.41","7.55","7.41"
"01020","Kuartango","20.15","24.37","24.37","25.40"
"01028","Labastida/Bastida","20.05","20.41","21.79","22.90"
"01030","Lagrán","28.12","25.00","27.03","23.26"
"01031","Laguardia","21.10","20.19","19.80","18.23"
"01032","Lanciego/Lantziego","7.53","8.29","6.70","6.32"
"48051","Lanestosa","3.28","1.64","0.00","0.00"
"01902","Lantarón","31.63","30.05","28.64","26.51"
"01033","Lapuebla de Labarca","16.55","18.37","16.73","15.94"
"48052","Larrabetzu","16.86","17.52","18.17","17.42"
"20048","Larraul","19.80","21.43","20.79","20.79"
"20902","Lasarte-Oria","18.16","18.20","18.98","19.56"
"01036","Laudio/Llodio","29.90","31.09","32.88","33.58"
"48053","Laukiz","13.53","13.30","12.41","12.67"
"20049","Lazkao","38.63","39.37","40.63","40.41"
"20050","Leaburu","26.97","28.19","27.45","24.44"
"20051","Legazpi","37.76","37.71","38.57","39.47"
"20052","Legorreta","33.11","33.96","35.07","33.90"
"01058","Legutio","26.61","27.64","27.94","28.84"
"20068","Leintz-Gatzaga","33.33","38.00","39.39","40.00"
"48054","Leioa","12.97","13.05","13.57","13.88"
"48057","Lekeitio","23.07","22.54","22.78","24.21"
"48055","Lemoa","25.31","25.60","26.97","27.72"
"48056","Lemoiz","9.37","8.97","10.27","9.60"
"01034","Leza","11.25","10.71","13.33","12.16"
"48081","Lezama","16.97","17.07","18.02","18.60"
"20053","Lezo","15.23","15.29","16.17","16.75"
"20054","Lizartza","39.18","37.55","38.49","40.77"
"48903","Loiu","14.60","14.90","14.86","15.30"
"48058","Mallabia","34.39","34.76","34.06","37.29"
"48060","Markina-Xemein","37.83","37.22","37.76","38.91"
"48061","Maruri-Jatabe","14.25","13.93","14.66","16.28"
"48059","Mañaria","32.13","33.98","32.14","32.14"
"20901","Mendaro","36.65","37.83","38.70","38.81"
"48062","Mendata","13.43","14.84","17.46","17.97"
"48063","Mendexa","19.23","17.95","18.75","17.52"
"48064","Meñaka","17.67","17.01","17.37","17.30"
"01039","Moreda de Álava / Moreda Araba","18.33","24.53","17.86","16.07"
"48066","Morga","21.48","22.82","22.38","24.29"
"48068","Mundaka","15.35","16.19","15.36","15.40"
"48069","Mungia","19.10","19.68","20.86","21.50"
"48007","Munitibar-Arbatzegi Gerrikaitz-","29.27","30.97","25.52","25.00"
"48908","Murueta","28.21","25.64","26.32","25.64"
"48071","Muskiz","18.78","18.77","20.05","19.76"
"20057","Mutiloa","34.57","28.38","29.11","32.05"
"20056","Mutriku","32.04","32.45","32.97","34.27"
"48067","Muxika","25.84","24.44","25.57","26.91"
"48909","Nabarniz","17.65","17.57","17.57","20.00"
"01041","Navaridas","8.97","8.82","10.96","10.26"
"20063","Oiartzun","16.34","16.40","16.54","16.75"
"01042","Okondo","22.10","22.95","24.52","23.63"
"20058","Olaberria","39.15","40.72","40.35","39.27"
"48073","Ondarroa","30.76","31.00","31.29","31.97"
"20076","Ordizia","34.80","34.67","35.71","36.23"
"20905","Orendain","12.66","16.67","16.18","16.00"
"20060","Orexa","23.53","24.49","20.00","20.41"
"20061","Orio","22.02","22.11","23.15","24.22"
"20062","Ormaiztegi","43.34","44.34","46.21","46.29"
"48075","Orozko","27.75","27.96","28.94","28.94"
"48083","Ortuella","16.43","16.08","16.41","16.40"
"48072","Otxandio","35.54","36.86","38.95","39.34"
"01043","Oyón-Oion","32.16","33.82","36.40","36.31"
"20059","Oñati","47.59","48.49","50.47","51.18"
"20064","Pasaia","12.17","12.63","12.82","13.21"
"01044","Peñacerrada-Urizaharra","27.27","21.92","23.53","21.13"
"48077","Plentzia","8.53","8.35","8.35","8.66"
"48078","Portugalete","14.62","15.02","15.62","16.00"
"01047","Ribera Baja/Erribera Beitia","29.41","27.03","26.88","27.73"
"01051","Salvatierra/Agurain","28.73","28.75","29.62","34.13"
"01052","Samaniego","18.33","16.67","17.07","16.41"
"01053","San Millán/Donemiliaga","22.05","20.32","20.37","20.39"
"48082","Santurtzi","13.92","14.20","14.65","14.59"
"20070","Segura","37.60","38.62","40.70","42.60"
"48084","Sestao","14.47","14.50","15.47","15.36"
"48904","Sondika","17.28","18.25","19.02","19.33"
"48085","Sopela","12.29","12.76","13.00","13.10"
"48086","Sopuerta","15.75","16.79","16.30","16.34"
"20065","Soraluze-Placencia de las Armas","39.92","39.91","41.19","41.47"
"48076","Sukarrieta","16.84","19.10","17.78","12.90"
"20071","Tolosa","25.43","25.77","26.32","26.78"
"48087","Trucios-Turtzioz","17.14","15.71","15.15","16.44"
"48088","Ubide","30.88","26.76","27.69","23.33"
"48065","Ugao-Miraballes","22.75","23.25","24.01","23.77"
"48089","Urduliz","13.81","14.49","15.00","15.85"
"48074","Urduña/Orduña","30.19","29.34","31.53","31.69"
"01054","Urkabustaiz","16.92","16.89","16.77","17.62"
"20072","Urnieta","19.40","19.69","19.94","20.74"
"20077","Urretxu","32.82","33.26","33.79","34.12"
"20073","Usurbil","19.88","19.94","21.14","22.11"
"01055","Valdegovía/Gaubea","22.86","21.38","20.74","19.05"
"48080","Valle de Trápaga-Trapagaran","14.49","15.05","15.97","16.22"
"20075","Villabona","29.84","29.65","29.86","30.87"
"01057","Villabuena de Álava/Eskuernaga","11.63","12.71","11.76","10.83"
"01059","Vitoria-Gasteiz","20.97","21.06","21.62","22.22"
"01060","Yécora/Iekora","14.81","15.66","16.28","17.65"
"48095","Zaldibar","40.05","40.98","42.56","43.15"
"20078","Zaldibia","33.86","34.63","36.07","35.98"
"01061","Zalduondo","19.40","21.43","23.19","22.22"
"48096","Zalla","17.10","16.67","17.48","17.69"
"01062","Zambrana","29.79","29.41","28.24","29.11"
"48905","Zamudio","24.45","25.09","26.83","27.97"
"48097","Zaratamo","19.97","18.07","18.97","18.81"
"20079","Zarautz","21.29","21.31","22.30","23.19"
"48024","Zeanuri","21.06","21.51","21.01","21.34"
"48025","Zeberio","19.54","20.05","20.05","20.66"
"20025","Zegama","39.00","37.16","36.38","36.77"
"20026","Zerain","35.51","33.64","35.71","40.59"
"20027","Zestoa","28.17","28.38","29.73","31.31"
"48913","Zierbena","13.78","14.52","15.37","16.97"
"01018","Zigoitia","15.28","14.74","14.94","15.37"
"48915","Ziortza-Bolibar","32.67","33.01","31.25","39.16"
"20028","Zizurkil","26.84","26.75","28.33","28.26"
"01063","Zuia","15.02","15.64","15.81","15.53"
"20081","Zumaia","32.60","33.07","34.53","35.51"
"20080","Zumarraga","33.64","34.09","35.61","36.80"
