"Udalerri kodea","Udalerria","2015","2011","2007","2003"
"48092","Bedia","73.66","76.22","75.28","81.00"
"20020","Beizama","70.99","91.78","65.79","80.13"
"20021","Belauntza","83.66","76.65","83.27","89.23"
"48016","Berango","63.60","64.80","62.60","73.43"
"01014","Berantevilla","78.76","83.33","74.94","81.46"
"20022","Berastegi","63.11","69.19","73.17","77.09"
"20074","Bergara","63.01","65.90","57.83","70.56"
"48017","Bermeo","64.08","69.65","63.02","73.32"
"01016","Bernedo","55.36","53.32","57.44","64.95"
"48018","Berriatua","66.29","71.99","65.70","73.20"
"48019","Berriz","64.91","65.60","62.87","72.55"
"20023","Berrobi","61.66","89.35","88.72","85.84"
"20024","Bidania-Goiatz","73.98","78.79","56.19","79.67"
"48020","Bilbao","59.33","61.14","57.04","68.32"
"48021","Busturia","70.23","71.32","70.71","78.07"
"01017","Campezo/Kanpezu","73.74","71.15","71.61","75.77"
"20029","Deba","74.62","70.16","68.15","74.62"
"48901","Derio","66.29","67.74","64.00","72.97"
"48026","Dima","81.85","87.06","82.66","84.68"
"20069","Donostia / San Sebastián","66.65","59.55","54.86","66.46"
"48027","Durango","63.24","64.08","60.15","72.30"
"48028","Ea","79.42","84.11","74.91","81.56"
"20030","Eibar","62.27","64.11","62.26","71.13"
"48031","Elantxobe","79.82","83.51","70.84","81.84"
"01021","Elburgo/Burgelu","60.90","65.28","64.42","74.18"
"01022","Elciego","83.33","85.06","84.31","87.12"
"20031","Elduain","60.00","68.89","57.45","84.21"
"20033","Elgeta","76.12","75.72","77.58","82.09"
"20032","Elgoibar","63.57","64.94","63.27","72.58"
"48032","Elorrio","71.77","71.40","69.16","73.10"
"01023","Elvillar/Bilar","73.84","84.83","88.59","83.38"
"48902","Erandio","59.53","58.51","56.80","67.54"
"48033","Ereño","83.26","89.57","86.51","80.97"
"48034","Ermua","62.66","61.81","59.45","69.21"
"20067","Errenteria","60.83","56.92","53.45","62.70"
"20066","Errezil","68.86","90.11","78.52","87.09"
"01046","Erriberagoitia/Ribera Alta","74.96","70.77","77.09","80.78"
"48079","Errigoiti","83.99","89.08","87.15","85.10"
"20034","Eskoriatza","66.72","61.29","60.50","69.40"
"48029","Etxebarri","64.24","63.67","61.20","73.14"
"48030","Etxebarria","86.95","84.65","74.75","77.64"
"20035","Ezkio-Itsaso","67.68","72.60","84.65","78.88"
"48906","Forua","84.03","86.11","71.33","79.98"
"48035","Fruiz","76.01","77.66","70.95","83.07"
"20038","Gabiria","67.86","85.12","80.99","84.23"
"20037","Gaintza","71.72","77.45","66.37","85.19"
"48036","Galdakao","61.12","62.64","56.81","68.90"
"48037","Galdames","78.51","76.58","69.31","76.42"
"48038","Gamiz-Fika","72.21","77.74","72.09","79.76"
"48039","Garai","88.57","85.82","87.83","89.68"
"48040","Gatika","72.90","77.86","77.17","84.13"
"48041","Gautegiz Arteaga","79.32","83.36","75.69","85.05"
"20907","Gaztelu","82.40","85.61","91.28","94.74"
"48046","Gernika-Lumo","68.32","74.38","68.32","77.01"
"20039","Getaria","78.60","80.10","74.32","82.63"
"48044","Getxo","63.46","67.72","62.67","74.97"
"48047","Gizaburuaga","71.60","77.02","73.75","72.58"
"48042","Gordexola","78.54","83.15","79.13","86.05"
"48043","Gorliz","65.61","72.34","65.65","77.68"
"48045","Güeñes","73.71","75.35","73.52","78.21"
"01056","Harana/Valle de Arana","69.82","72.20","72.33","71.43"
"20040","Hernani","60.85","65.24","58.23","63.06"
"20041","Hernialde","54.51","61.57","72.63","69.35"
"20036","Hondarribia","62.45","61.03","57.28","68.45"
"20042","Ibarra","64.61","65.25","57.29","66.46"
"48048","Ibarrangelu","80.50","88.83","73.60","82.12"
"20043","Idiazabal","73.66","73.28","66.95","76.54"
"48094","Igorre","71.15","75.17","74.06","80.68"
"20044","Ikaztegieta","71.93","72.40","77.27","80.75"
"20045","Irun","60.48","55.69","53.35","65.31"
"20046","Irura","68.48","63.64","65.19","69.38"
"01027","Iruraiz-Gauna","62.89","61.66","55.45","67.71"
"01901","Iruña Oka/Iruña de Oca","66.98","66.03","70.90","74.18"
"48049","Ispaster","80.47","82.28","80.60","78.75"
"20047","Itsasondo","61.57","60.04","59.40","68.61"
"48910","Iurreta","64.37","64.02","60.37","69.77"
"48050","Izurtza","78.37","88.43","82.82","81.89"
"48022","Karrantza Harana/Valle de Carranza","79.89","76.14","68.57","73.37"
"48907","Kortezubi","85.52","87.97","86.26","84.66"
"01019","Kripan","77.93","81.29","82.58","88.69"
"01020","Kuartango","76.40","77.99","73.64","77.58"
"01028","Labastida/Bastida","73.00","79.65","78.10","78.37"
"01030","Lagrán","78.85","100.00","83.25","81.68"
"01031","Laguardia","80.76","86.21","80.98","87.58"
"01032","Lanciego/Lantziego","64.27","78.77","76.74","84.68"
"48051","Lanestosa","81.82","85.97","75.00","83.45"
"01902","Lantarón","60.53","66.54","64.69","74.41"
"01033","Lapuebla de Labarca","87.52","82.10","82.25","87.73"
"48052","Larrabetzu","78.41","82.16","81.80","84.67"
"20048","Larraul","52.30","86.13","56.69","68.61"
"20902","Lasarte-Oria","67.11","64.12","61.88","69.13"
"01036","Laudio/Llodio","62.07","65.15","62.42","71.72"
"48053","Laukiz","68.25","77.19","77.68","83.43"
"20049","Lazkao","67.20","65.21","58.65","70.88"
"20050","Leaburu","78.15","86.05","77.85","78.79"
"20051","Legazpi","70.37","65.76","64.05","69.98"
"20052","Legorreta","71.82","75.86","72.38","74.12"
"01058","Legutio","59.06","64.61","63.01","70.43"
"20068","Leintz-Gatzaga","63.02","65.84","67.96","88.15"
"48054","Leioa","60.58","61.18","58.66","70.90"
"48057","Lekeitio","71.28","77.24","68.65","77.09"
"48055","Lemoa","71.82","73.87","69.24","82.20"
"48056","Lemoiz","69.69","75.51","74.34","78.86"
"01034","Leza","80.47","77.40","80.65","82.22"
"48081","Lezama","72.69","73.13","66.44","78.51"
"20053","Lezo","60.12","54.30","57.93","60.83"
"20054","Lizartza","69.82","83.03","71.00","77.14"
"48903","Loiu","68.36","71.35","72.66","80.41"
"48058","Mallabia","70.98","73.63","70.01","72.65"
"48060","Markina-Xemein","66.67","70.05","58.79","69.18"
"48061","Maruri-Jatabe","72.29","76.19","76.13","84.23"
"48059","Mañaria","84.38","79.53","70.75","78.12"
"20901","Mendaro","62.61","63.43","62.60","79.02"
"48062","Mendata","84.00","88.29","82.78","85.36"
"48063","Mendexa","87.34","86.39","76.86","80.77"
"48064","Meñaka","78.92","86.82","89.25","89.10"
"01039","Moreda de Álava / Moreda Araba","80.10","86.67","78.74","79.76"
"48066","Morga","78.87","83.29","72.83","85.00"
"48068","Mundaka","76.35","79.56","72.79","77.56"
"48069","Mungia","62.92","69.08","62.33","74.20"
"48007","Munitibar-Arbatzegi Gerrikaitz-","74.39","79.56","71.43","80.00"
"48908","Murueta","91.46","94.65","88.26","90.95"
"48071","Muskiz","68.97","71.98","69.92","77.50"
"20057","Mutiloa","61.39","73.30","70.22","75.35"
"20056","Mutriku","63.88","70.47","64.97","74.25"
"48067","Muxika","69.87","79.90","76.34","81.48"
"48909","Nabarniz","80.93","92.46","80.00","73.53"
"01041","Navaridas","88.39","68.35","80.47","84.39"
"20063","Oiartzun","63.91","66.97","66.62","70.70"
"01042","Okondo","82.84","90.21","86.56","90.72"
"20058","Olaberria","75.98","74.84","76.77","74.09"
"48073","Ondarroa","59.78","69.88","63.84","71.85"
"20076","Ordizia","68.09","67.09","61.71","68.21"
"20905","Orendain","78.17","87.32","88.97","78.57"
"20060","Orexa","85.71","100.00","87.91","93.15"
"20061","Orio","66.28","73.92","65.16","71.35"
"20062","Ormaiztegi","75.66","74.73","75.84","83.75"
"48075","Orozko","76.12","81.46","71.62","79.20"
"48083","Ortuella","66.06","65.51","65.53","70.24"
"48072","Otxandio","76.42","79.46","79.43","81.39"
"01043","Oyón-Oion","71.65","69.39","66.28","71.30"
"20059","Oñati","68.54","72.13","60.67","73.57"
"20064","Pasaia","63.40","54.03","52.72","60.09"
"01044","Peñacerrada-Urizaharra","79.57","70.28","81.03","83.75"
"48077","Plentzia","67.33","73.04","67.17","78.65"
"48078","Portugalete","61.97","59.84","59.22","67.86"
"01047","Ribera Baja/Erribera Beitia","66.30","71.35","69.04","81.36"
"01051","Salvatierra/Agurain","69.82","62.64","59.71","71.99"
"01052","Samaniego","83.26","81.93","77.55","80.23"
"01053","San Millán/Donemiliaga","62.33","63.13","52.93","69.64"
"48082","Santurtzi","60.48","60.61","59.50","66.56"
"20070","Segura","75.02","78.34","72.70","82.84"
"48084","Sestao","61.18","60.80","55.78","64.13"
"48904","Sondika","68.43","71.89","68.70","80.01"
"48085","Sopela","64.68","64.03","62.17","71.81"
"48086","Sopuerta","75.11","74.63","73.55","79.02"
"20065","Soraluze-Placencia de las Armas","65.02","67.35","65.20","71.45"
"48076","Sukarrieta","78.26","82.89","78.30","84.77"
"20071","Tolosa","65.83","65.38","57.86","67.55"
"48087","Trucios-Turtzioz","85.13","89.03","87.24","89.10"
"48088","Ubide","81.16","83.78","82.84","78.95"
"48065","Ugao-Miraballes","66.14","66.79","64.34","71.71"
"48089","Urduliz","65.92","69.50","65.61","75.04"
"48074","Urduña/Orduña","71.39","75.40","69.01","76.08"
"01054","Urkabustaiz","75.23","74.21","69.82","72.23"
"20072","Urnieta","61.24","62.37","63.40","67.38"
"20077","Urretxu","66.01","66.69","66.95","75.04"
"20073","Usurbil","64.57","68.06","68.31","69.26"
"01055","Valdegovía/Gaubea","70.25","77.07","73.24","79.53"
"48080","Valle de Trápaga-Trapagaran","63.28","64.96","63.52","71.85"
"20075","Villabona","63.72","62.08","56.78","67.97"
"01057","Villabuena de Álava/Eskuernaga","91.53","89.59","83.10","84.69"
"01059","Vitoria-Gasteiz","64.76","61.51","62.26","70.89"
"01060","Yécora/Iekora","81.13","80.59","85.02","82.74"
"48095","Zaldibar","61.58","64.80","62.11","67.92"
"20078","Zaldibia","75.04","76.79","76.71","78.23"
"01061","Zalduondo","88.68","85.44","85.53","90.32"
"48096","Zalla","78.21","80.69","73.96","78.85"
"01062","Zambrana","77.51","83.94","77.85","79.46"
"48905","Zamudio","71.72","71.18","66.99","74.03"
"48097","Zaratamo","68.65","73.62","71.63","77.30"
"20079","Zarautz","65.07","66.13","63.03","72.35"
"48024","Zeanuri","81.00","84.00","79.82","82.42"
"48025","Zeberio","79.55","79.02","70.39","80.46"
"20025","Zegama","74.57","78.23","77.25","81.32"
"20026","Zerain","31.37","75.93","79.81","89.09"
"20027","Zestoa","68.59","69.06","70.28","77.76"
"48913","Zierbena","73.62","82.29","81.28","78.78"
"01018","Zigoitia","64.08","69.03","69.40","73.68"
"48915","Ziortza-Bolibar","78.96","83.99","79.83","69.18"
"20028","Zizurkil","66.84","62.45","57.45","66.07"
"01063","Zuia","71.69","70.63","71.79","80.00"
"20081","Zumaia","66.41","65.54","61.36","68.60"
"20080","Zumarraga","64.94","65.93","62.54","71.62"
