"Udalerri kodea","Udalerria","2015","2014","2013","2012"
"48091","Atxondo","60.19","60.53","59.90","57.48"
"48070","Aulesti","53.25","53.52","52.24","46.67"
"01010","Ayala/Aiara","55.98","56.23","55.47","53.18"
"20017","Azkoitia","57.14","56.77","55.78","54.18"
"20018","Azpeitia","59.46","58.87","57.31","54.94"
"01049","Añana","57.69","58.82","50.00","53.85"
"48012","Bakio","77.62","76.82","76.48","75.23"
"20904","Baliarrain","46.00","40.82","39.22","38.00"
"48090","Balmaseda","77.40","77.48","77.54","76.88"
"48013","Barakaldo","79.13","78.89","78.41","77.52"
"48014","Barrika","82.73","82.29","82.40","79.81"
"01013","Barrundia","59.73","57.38","55.98","54.83"
"48015","Basauri","74.72","74.23","73.33","72.06"
"01011","Baños de Ebro/Mañueta","17.59","17.86","17.27","14.55"
"20019","Beasain","57.66","57.16","56.15","54.97"
"48092","Bedia","73.45","72.08","71.09","70.59"
"20020","Beizama","52.73","59.38","59.65","61.54"
"20021","Belauntza","58.54","56.20","60.00","56.72"
"48016","Berango","82.98","82.94","82.68","81.69"
"01014","Berantevilla","46.67","44.60","43.06","42.31"
"20022","Berastegi","51.76","52.20","51.21","49.64"
"20074","Bergara","60.33","58.37","57.07","55.56"
"48017","Bermeo","71.04","70.83","69.51","68.82"
"01016","Bernedo","48.15","42.47","39.69","40.50"
"48018","Berriatua","51.06","51.17","50.52","48.64"
"48019","Berriz","57.93","57.81","56.92","55.90"
"20023","Berrobi","55.17","54.22","51.34","47.93"
"20024","Bidania-Goiatz","55.31","53.33","54.03","48.37"
"48020","Bilbao","83.54","83.34","82.87","82.25"
"48021","Busturia","69.14","67.94","66.84","66.29"
"01017","Campezo/Kanpezu","57.18","58.17","55.40","52.42"
"20029","Deba","62.90","62.73","61.07","60.40"
"48901","Derio","72.72","72.88","72.26","70.16"
"48026","Dima","70.71","71.06","70.16","69.49"
"20069","Donostia / San Sebastián","84.81","84.61","84.29","83.83"
"48027","Durango","65.75","65.47","65.02","64.30"
"48028","Ea","67.42","67.15","68.82","67.27"
"20030","Eibar","64.66","64.11","62.61","61.47"
"48031","Elantxobe","75.25","77.00","75.79","75.26"
"01021","Elburgo/Burgelu","65.26","64.89","64.71","64.03"
"01022","Elciego","46.69","46.03","46.10","44.19"
"20031","Elduain","54.21","54.00","54.64","55.00"
"20033","Elgeta","62.35","61.78","58.94","57.05"
"20032","Elgoibar","57.19","56.55","56.35","54.67"
"48032","Elorrio","64.88","64.65","64.51","64.44"
"01023","Elvillar/Bilar","25.60","26.87","28.24","29.71"
"48902","Erandio","79.32","79.04","78.06","76.90"
"48033","Ereño","66.28","64.94","62.65","62.22"
"48034","Ermua","53.70","53.22","51.81","51.04"
"20067","Errenteria","77.17","76.70","76.27","75.54"
"20066","Errezil","48.84","45.97","44.53","39.92"
"01046","Erriberagoitia/Ribera Alta","58.91","59.68","57.37","58.96"
"48079","Errigoiti","67.97","67.12","66.00","63.64"
"20034","Eskoriatza","51.68","46.34","44.34","43.01"
"48029","Etxebarri","77.92","77.50","76.59","75.82"
"48030","Etxebarria","49.36","49.36","48.80","47.40"
"20035","Ezkio-Itsaso","61.41","58.52","57.85","57.92"
"48906","Forua","67.44","65.56","69.10","66.12"
"48035","Fruiz","76.50","75.25","75.62","74.63"
"20038","Gabiria","57.21","58.45","56.25","52.91"
"20037","Gaintza","58.33","56.25","56.60","53.06"
"48036","Galdakao","74.10","73.63","72.57","71.46"
"48037","Galdames","68.90","66.40","65.76","65.88"
"48038","Gamiz-Fika","70.70","69.96","69.90","68.20"
"48039","Garai","67.52","67.59","65.71","60.82"
"48040","Gatika","73.52","72.42","71.04","69.77"
"48041","Gautegiz Arteaga","80.66","79.80","76.66","74.20"
"20907","Gaztelu","71.74","69.39","68.09","53.73"
"48046","Gernika-Lumo","70.66","70.55","70.26","68.91"
"20039","Getaria","57.12","55.77","54.99","53.00"
"48044","Getxo","85.56","85.00","84.59","84.17"
"48047","Gizaburuaga","55.84","54.05","54.55","56.96"
"48042","Gordexola","73.58","73.74","73.27","72.31"
"48043","Gorliz","82.58","81.46","80.84","79.84"
"48045","Güeñes","74.90","75.53","74.13","72.22"
"01056","Harana/Valle de Arana","45.24","44.32","42.53","36.90"
"20040","Hernani","73.83","73.70","73.28","72.42"
"20041","Hernialde","56.21","58.06","55.83","54.32"
"20036","Hondarribia","80.14","80.07","79.58","78.67"
"20042","Ibarra","63.41","62.04","60.17","59.85"
"48048","Ibarrangelu","75.52","75.53","75.66","73.37"
"20043","Idiazabal","49.95","49.35","47.62","47.87"
"48094","Igorre","63.56","63.81","62.92","61.43"
"20044","Ikaztegieta","53.40","54.26","55.79","56.04"
"20045","Irun","79.26","78.94","78.30","77.42"
"20046","Irura","64.48","64.06","62.90","61.22"
"01027","Iruraiz-Gauna","60.26","57.89","56.83","55.45"
"01901","Iruña Oka/Iruña de Oca","65.57","65.38","63.47","61.69"
"48049","Ispaster","63.67","62.92","62.55","58.19"
"20047","Itsasondo","58.37","58.58","58.37","58.22"
"48910","Iurreta","59.96","59.23","59.22","57.94"
"48050","Izurtza","59.82","59.82","60.18","57.41"
"48022","Karrantza Harana/Valle de Carranza","56.58","56.52","57.89","56.08"
"48907","Kortezubi","62.15","57.65","59.39","60.51"
"01019","Kripan","37.29","33.33","32.08","29.63"
"01020","Kuartango","58.21","50.42","50.42","50.79"
"01028","Labastida/Bastida","54.57","53.83","52.56","51.40"
"01030","Lagrán","43.75","44.44","37.84","44.19"
"01031","Laguardia","56.36","57.69","57.40","58.53"
"01032","Lanciego/Lantziego","33.87","31.49","31.28","32.18"
"48051","Lanestosa","63.93","68.85","67.80","63.64"
"01902","Lantarón","43.72","44.04","47.09","47.91"
"01033","Lapuebla de Labarca","38.97","36.75","34.88","35.87"
"48052","Larrabetzu","76.31","74.73","73.67","73.31"
"20048","Larraul","60.40","59.18","60.40","57.43"
"20902","Lasarte-Oria","74.42","74.01","73.59","72.64"
"01036","Laudio/Llodio","64.91","63.52","61.48","60.22"
"48053","Laukiz","77.75","77.67","78.39","76.96"
"20049","Lazkao","54.82","54.00","53.15","52.91"
"20050","Leaburu","54.61","53.02","52.94","54.07"
"20051","Legazpi","56.62","56.37","55.25","54.05"
"20052","Legorreta","61.80","60.75","59.03","59.42"
"01058","Legutio","65.13","63.68","62.50","61.35"
"20068","Leintz-Gatzaga","61.76","56.00","53.54","55.00"
"48054","Leioa","81.51","81.32","80.65","79.98"
"48057","Lekeitio","70.04","70.14","69.82","67.89"
"48055","Lemoa","68.36","67.90","66.85","65.70"
"48056","Lemoiz","79.86","80.26","78.38","79.10"
"01034","Leza","52.50","57.14","54.67","55.41"
"48081","Lezama","73.89","73.71","72.74","71.39"
"20053","Lezo","76.20","75.81","75.18","73.83"
"20054","Lizartza","51.49","52.04","50.19","47.74"
"48903","Loiu","79.25","79.10","78.92","78.60"
"48058","Mallabia","58.10","56.65","57.09","53.30"
"48060","Markina-Xemein","53.10","53.62","52.37","50.26"
"48061","Maruri-Jatabe","78.36","78.55","78.30","75.58"
"48059","Mañaria","56.56","55.34","55.61","54.59"
"20901","Mendaro","58.44","57.33","55.89","55.12"
"48062","Mendata","70.15","67.97","61.90","60.94"
"48063","Mendexa","62.82","64.74","63.89","64.96"
"48064","Meñaka","70.68","72.20","70.34","70.89"
"01039","Moreda de Álava / Moreda Araba","40.00","30.19","33.93","30.36"
"48066","Morga","67.11","65.10","65.03","64.29"
"48068","Mundaka","77.37","75.80","75.49","75.08"
"48069","Mungia","74.56","74.13","72.86","71.87"
"48007","Munitibar-Arbatzegi Gerrikaitz-","60.37","57.42","62.07","61.81"
"48908","Murueta","66.67","69.23","65.79","66.67"
"48071","Muskiz","71.88","71.51","70.14","69.87"
"20057","Mutiloa","58.02","64.86","63.29","58.97"
"20056","Mutriku","57.51","57.64","56.52","54.66"
"48067","Muxika","66.19","65.67","64.58","63.09"
"48909","Nabarniz","67.06","66.22","67.57","60.00"
"01041","Navaridas","25.64","22.06","20.55","20.51"
"20063","Oiartzun","74.69","74.27","73.71","73.34"
"01042","Okondo","65.60","64.87","62.74","61.44"
"20058","Olaberria","55.21","52.99","52.16","53.39"
"48073","Ondarroa","58.52","58.08","57.54","55.98"
"20076","Ordizia","57.77","58.65","57.11","55.92"
"20905","Orendain","72.15","63.89","64.71","64.00"
"20060","Orexa","52.94","53.06","56.00","55.10"
"20061","Orio","67.84","67.84","66.11","65.33"
"20062","Ormaiztegi","53.41","52.60","50.36","50.09"
"48075","Orozko","63.04","62.20","60.96","61.20"
"48083","Ortuella","74.54","74.63","75.15","73.95"
"48072","Otxandio","58.84","57.03","54.11","53.62"
"01043","Oyón-Oion","52.65","52.33","48.64","47.41"
"20059","Oñati","49.25","48.21","46.30","45.35"
"20064","Pasaia","79.90","79.36","79.18","78.47"
"01044","Peñacerrada-Urizaharra","44.16","45.21","44.12","46.48"
"48077","Plentzia","84.84","85.44","84.96","84.02"
"48078","Portugalete","78.57","78.26","77.31","76.37"
"01047","Ribera Baja/Erribera Beitia","54.41","57.36","57.19","55.76"
"01051","Salvatierra/Agurain","66.57","66.53","65.58","60.67"
"01052","Samaniego","39.17","40.83","39.84","42.19"
"01053","San Millán/Donemiliaga","51.86","51.11","48.46","49.19"
"48082","Santurtzi","77.54","77.27","76.76","75.96"
"20070","Segura","55.50","54.97","51.83","50.09"
"48084","Sestao","77.66","77.72","76.53","75.60"
"48904","Sondika","77.44","76.83","75.89","75.04"
"48085","Sopela","82.29","81.49","81.43","80.73"
"48086","Sopuerta","73.33","72.18","72.43","70.94"
"20065","Soraluze-Placencia de las Armas","55.35","54.88","53.07","52.56"
"48076","Sukarrieta","77.89","74.16","75.56","80.65"
"20071","Tolosa","69.35","68.69","67.97","67.08"
"48087","Trucios-Turtzioz","59.29","60.00","59.85","62.33"
"48088","Ubide","52.94","54.93","55.38","58.33"
"48065","Ugao-Miraballes","70.11","69.70","68.56","67.84"
"48089","Urduliz","79.75","78.88","78.80","76.73"
"48074","Urduña/Orduña","61.27","61.95","59.90","60.08"
"01054","Urkabustaiz","69.17","69.29","68.64","68.12"
"20072","Urnieta","70.24","69.48","69.00","67.46"
"20077","Urretxu","60.49","59.59","59.13","58.55"
"20073","Usurbil","71.78","71.38","70.25","69.10"
"01055","Valdegovía/Gaubea","60.00","58.70","58.15","59.34"
"48080","Valle de Trápaga-Trapagaran","76.91","76.74","75.97","74.97"
"20075","Villabona","62.16","62.35","62.10","60.84"
"01057","Villabuena de Álava/Eskuernaga","35.66","26.27","25.21","30.83"
"01059","Vitoria-Gasteiz","74.34","74.11","73.45","72.26"
"01060","Yécora/Iekora","22.22","20.48","20.93","16.47"
"48095","Zaldibar","54.92","53.88","52.99","52.15"
"20078","Zaldibia","54.49","53.35","52.33","49.76"
"01061","Zalduondo","65.67","65.71","63.77","63.49"
"48096","Zalla","72.00","72.64","71.51","71.03"
"01062","Zambrana","55.32","55.29","57.65","56.96"
"48905","Zamudio","69.53","69.35","67.53","65.93"
"48097","Zaratamo","71.61","73.05","72.19","72.02"
"20079","Zarautz","72.10","72.10","71.05","69.84"
"48024","Zeanuri","69.96","69.30","69.12","68.61"
"48025","Zeberio","72.87","71.74","70.93","69.90"
"20025","Zegama","54.47","56.08","56.18","55.60"
"20026","Zerain","48.60","49.53","49.11","42.57"
"20027","Zestoa","61.91","60.83","60.04","57.83"
"48913","Zierbena","80.00","78.34","76.32","73.26"
"01018","Zigoitia","72.70","72.96","71.55","71.12"
"48915","Ziortza-Bolibar","55.45","55.34","56.25","50.60"
"20028","Zizurkil","62.35","62.44","61.81","59.91"
"01063","Zuia","76.18","76.11","74.91","74.38"
"20081","Zumaia","61.43","60.58","59.23","58.05"
"20080","Zumarraga","60.90","60.04","58.58","56.97"
