"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000"
"01022","Elciego","17.45","17.42","18.24","17.50","20.13","32.65","34.02","36.36","39.18","41.41","48.24","45.88","46.99","43.90","44.71","44.05","49.40"
"20031","Elduain","16.67","13.64","13.04","13.04","15.00","25.00","26.32","36.36","36.36","38.10","44.44","50.00","37.50","35.71","33.33","38.89","37.50"
"20033","Elgeta","26.88","31.31","30.48","31.43","33.04","32.73","32.17","33.61","33.33","37.50","39.02","39.20","39.68","39.02","39.34","41.53","38.18"
"20032","Elgoibar","19.84","19.75","19.40","19.28","19.54","20.82","20.33","19.62","18.97","19.03","19.27","19.54","20.26","20.83","21.21","21.28","21.83"
"48032","Elorrio","12.01","13.33","13.43","13.04","14.06","16.10","15.37","16.32","16.77","22.93","23.23","17.42","16.52","16.19","16.81","13.60","14.75"
"01023","Elvillar/Bilar","24.71","26.92","23.86","25.00","24.71","51.11","54.55","55.56","57.14","58.70","61.36","65.96","60.78","61.22","59.57","62.22","64.29"
"48902","Erandio","8.41","8.41","8.32","8.82","9.00","8.99","9.12","9.12","8.32","8.40","8.95","9.51","9.90","10.47","11.00","11.00","12.14"
"48033","Ereño","13.33","11.76","10.53","10.00","4.55","6.67","6.67","12.50","6.25","7.69","6.67","6.25","6.67","7.14","6.67","7.69","9.09"
"48034","Ermua","8.64","8.62","9.39","9.36","9.11","9.12","8.83","9.03","9.25","9.64","9.43","9.68","9.88","10.28","9.91","9.78","10.07"
"20067","Errenteria","5.88","5.97","6.31","6.32","6.44","6.03","5.82","5.65","5.38","5.46","5.59","6.10","6.15","6.08","5.63","5.62","5.65"
"20066","Errezil","8.97","7.23","5.21","5.10","6.25","13.51","12.20","12.50","12.24","10.87","11.63","13.95","17.07","17.95","15.79","16.67","17.95"
"01046","Erriberagoitia/Ribera Alta","3.16","4.65","4.65","3.49","4.49","7.27","7.27","12.73","13.21","14.89","14.63","12.82","13.51","15.15","16.67","17.24","19.35"
"48079","Errigoiti","16.13","12.90","12.90","11.76","12.20","15.15","16.13","13.33","12.50","18.18","18.18","10.00","10.53","12.50","12.50","11.76","10.53"
"20034","Eskoriatza","12.82","13.33","12.60","14.44","15.13","18.08","18.08","17.14","17.19","16.67","15.48","16.60","16.59","15.45","14.55","15.94","14.56"
"48029","Etxebarri","5.75","6.14","6.19","6.68","6.68","7.09","7.02","7.38","7.79","8.89","9.15","9.11","9.51","10.46","11.27","10.68","11.32"
"48030","Etxebarria","17.39","19.72","21.33","20.00","21.52","29.03","30.51","25.81","25.76","25.76","28.12","29.82","28.57","30.19","24.49","23.08","26.53"
"20035","Ezkio-Itsaso","35.48","34.34","35.11","34.04","36.96","42.05","41.67","40.86","33.33","35.42","38.64","40.66","44.32","43.33","41.86","41.46","41.77"
"48906","Forua","7.27","6.67","8.20","8.20","8.33","8.33","9.68","9.68","10.45","13.85","15.79","16.67","14.75","15.79","17.86","16.07","15.00"
"48035","Fruiz","3.33","3.03","3.03","3.45","4.00","4.55","9.52","12.50","9.09","9.09","9.09","12.50","13.64","15.79","15.00","15.00","14.29"
"20038","Gabiria","14.29","13.46","10.00","10.00","11.86","22.22","23.68","23.08","23.68","24.32","24.32","24.32","25.00","26.47","25.00","20.59","22.86"
"20037","Gaintza","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.234.56","10.00","11.11","9.09","10.00","10.00","20.00","23.08"
"48036","Galdakao","6.61","6.72","6.69","7.18","7.22","7.87","8.18","7.65","7.83","8.13","8.48","8.81","9.41","9.34","9.43","9.08","9.26"
"48037","Galdames","17.57","15.38","12.05","12.36","13.41","17.86","13.11","16.13","17.46","14.29","16.95","16.39","16.36","16.00","12.00","10.64","8.89"
"48038","Gamiz-Fika","5.94","5.62","5.43","5.32","7.69","14.71","14.71","15.28","16.44","15.71","15.62","16.18","19.40","19.40","23.81","27.12","28.57"
"48039","Garai","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.234.56","-1.234.56","0.00","0.00","0.00","0.00","0.00","0.00"
"48040","Gatika","19.23","20.77","21.01","20.44","24.11","27.56","25.98","28.68","28.68","27.12","30.56","31.43","30.61","35.16","36.05","36.84","38.89"
"48041","Gautegiz Arteaga","3.45","3.64","3.23","6.06","7.04","7.35","5.88","5.80","5.80","6.78","6.56","5.45","5.66","5.77","5.77","5.88","6.12"
"20907","Gaztelu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.234.56","-1.234.56","0.00","0.00","0.00","0.00","0.00","0.00"
"48046","Gernika-Lumo","7.45","7.19","7.71","7.82","7.82","8.20","7.44","6.98","6.77","7.45","7.86","7.96","8.09","8.31","8.13","8.15","8.91"
"20039","Getaria","17.58","16.97","18.77","19.58","20.00","19.65","19.58","19.92","13.87","13.73","13.89","15.00","14.86","14.95","15.49","16.26","16.19"
"48044","Getxo","1.82","1.93","2.19","2.37","2.62","2.68","2.81","2.76","2.48","2.39","2.43","2.73","2.74","2.85","3.12","3.12","3.16"
"48047","Gizaburuaga","41.30","43.48","45.65","45.45","51.16","53.49","57.14","58.54","59.52","60.00","56.76","58.54","57.50","56.41","51.35","48.48","48.48"
"48042","Gordexola","10.18","9.49","8.33","5.52","5.59","7.52","7.58","9.02","8.59","9.45","10.62","11.21","10.68","12.12","12.63","12.50","15.05"
"48043","Gorliz","3.61","3.24","2.71","2.10","2.05","1.22","2.11","1.17","1.17","1.64","1.38","1.76","1.10","1.14","1.19","1.63","2.13"
"48045","Güeñes","6.17","5.79","6.05","6.33","6.45","7.25","6.65","6.87","7.05","6.92","7.01","6.92","7.61","8.42","8.16","8.03","7.37"
"01056","Harana/Valle de Arana","5.13","2.50","4.76","4.55","7.32","10.00","10.00","11.11","7.69","3.85","7.41","8.00","9.52","13.64","18.18","11.76","11.76"
"20040","Hernani","13.80","13.67","13.30","13.13","13.25","13.62","13.64","12.70","11.98","12.31","12.89","13.32","13.90","14.41","14.40","15.40","15.52"
"20041","Hernialde","4.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.234.56","-1.234.56","9.52","5.88","6.67","0.00","7.14","23.53"
"20036","Hondarribia","4.14","4.28","3.92","3.87","3.59","3.50","3.49","3.74","3.88","4.15","4.52","4.85","5.12","5.31","5.13","6.02","6.23"
"20042","Ibarra","18.01","18.96","19.43","19.73","19.87","20.13","19.37","17.78","14.91","13.04","7.31","6.87","8.21","8.16","8.62","9.61","8.09"
"48048","Ibarrangelu","2.50","2.27","2.17","2.04","2.44","2.63","2.63","2.63","2.70","2.63","-1.234.56","0.00","3.33","5.88","5.71","6.67","6.67"
"20043","Idiazabal","15.22","16.57","18.44","19.58","19.17","19.90","18.37","19.80","19.69","21.55","22.01","20.59","21.38","20.41","18.31","17.29","18.18"
"48094","Igorre","11.50","11.63","12.61","12.03","12.21","13.08","12.07","12.95","14.01","14.25","14.63","15.14","14.20","13.62","12.75","13.20","13.89"
"20044","Ikaztegieta","28.26","30.23","31.25","30.91","34.55","36.00","34.00","32.00","32.00","28.57","25.58","25.00","23.81","26.67","26.09","27.08","27.78"
"20045","Irun","6.22","6.18","6.05","6.14","6.41","6.27","6.13","6.07","6.13","6.32","6.73","7.15","7.38","7.51","7.69","7.52","7.98"
"20046","Irura","20.25","20.86","23.03","25.15","25.48","25.29","25.14","24.86","24.56","26.06","28.97","30.14","33.10","35.86","36.36","37.84","35.42"
"01027","Iruraiz-Gauna","4.84","4.69","4.92","7.46","7.02","18.18","18.18","16.67","8.33","8.70","8.70","10.53","5.56","6.67","6.25","7.69","9.09"
"01901","Iruña Oka/Iruña de Oca","13.82","13.87","14.05","12.76","14.46","15.04","13.39","13.19","12.99","12.84","14.36","14.59","16.28","16.57","18.99","19.73","20.67"
"48049","Ispaster","8.33","7.55","8.77","8.62","13.46","20.51","21.95","20.51","19.51","14.29","11.76","12.50","16.13","17.86","17.24","16.67","20.00"
"20047","Itsasondo","22.50","20.45","20.00","21.62","25.00","25.00","23.68","22.73","23.26","21.43","20.45","27.27","27.27","22.22","20.83","19.57","22.22"
"48910","Iurreta","21.01","21.64","22.82","23.01","23.06","24.40","24.74","25.06","23.68","24.36","24.46","23.99","24.87","26.78","27.57","27.22","26.48"
"48050","Izurtza","35.56","34.00","37.50","36.73","36.00","41.30","36.00","36.73","36.00","37.25","37.50","38.46","38.00","39.22","40.82","40.38","40.82"
"48022","Karrantza Harana/Valle de Carranza","3.96","3.97","4.24","3.95","3.70","7.11","6.83","6.39","6.64","6.88","8.41","7.98","8.82","8.81","10.23","9.20","9.55"
"48907","Kortezubi","4.88","6.52","8.51","4.17","6.67","14.29","4.55","5.26","11.11","11.76","11.76","6.25","5.56","5.26","5.26","0.00","0.00"
"01019","Kripan","6.90","7.14","7.14","6.25","6.25","18.18","18.18","20.00","20.00","20.00","25.00","25.00","23.08","23.08","30.00","33.33","33.33"
"01020","Kuartango","2.44","0.00","0.00","0.00","0.00","0.00","5.26","5.00","10.00","10.00","9.52","9.09","4.76","4.55","4.55","9.09","9.52"
"01028","Labastida/Bastida","14.12","13.44","14.13","13.68","14.52","18.44","18.00","18.35","22.58","22.29","25.85","27.82","27.78","27.78","28.33","26.96","23.97"
"01030","Lagrán","9.52","4.17","3.70","0.00","3.70","6.25","7.69","9.09","8.33","8.33","10.00","8.33","8.33","7.69","8.33","11.11","11.11"
"01031","Laguardia","24.68","25.93","25.99","24.87","25.56","32.01","33.33","32.69","35.62","36.93","37.32","37.64","38.00","37.80","37.80","37.55","37.39"
"01032","Lanciego/Lantziego","25.17","24.31","25.17","27.21","29.45","46.81","46.81","46.81","45.83","48.89","51.85","57.89","56.94","55.71","59.15","61.19","59.72"
"48051","Lanestosa","3.45","6.25","5.71","5.56","6.25","5.00","4.55","5.00","5.26","5.00","4.76","5.56","6.25","6.67","6.25","5.26","9.52"
"01902","Lantarón","22.55","23.96","22.12","23.53","23.36","37.50","34.67","32.50","24.68","21.79","22.22","21.43","21.88","22.58","20.29","20.00","22.39"
"01033","Lapuebla de Labarca","31.13","28.75","29.45","27.22","27.11","46.94","48.08","53.33","59.02","60.48","60.80","63.11","63.20","62.02","61.60","61.72","62.50"
"48052","Larrabetzu","11.04","8.55","8.28","8.07","8.59","9.49","11.18","12.73","12.66","12.74","12.84","11.64","13.74","15.45","16.80","15.70","16.54"
"20048","Larraul","6.67","6.25","5.88","2.78","5.88","9.09","5.26","6.25","12.50","15.38","16.67","16.67","12.50","17.65","18.75","17.65","12.50"
"20902","Lasarte-Oria","4.93","5.39","5.31","5.12","5.18","5.29","4.96","5.31","4.91","5.08","5.01","5.35","5.12","5.80","6.43","7.01","7.31"
"01036","Laudio/Llodio","8.55","8.64","8.45","7.85","8.01","8.21","7.63","7.52","7.76","7.77","8.09","8.05","8.22","8.00","7.90","7.97","7.62"
"48053","Laukiz","1.16","2.27","1.12","2.15","2.04","3.41","2.20","2.30","3.90","5.41","5.88","2.99","3.28","3.57","3.57","3.77","3.51"
"20049","Lazkao","14.61","14.45","15.23","14.97","14.87","15.28","15.78","14.64","15.62","16.41","17.22","17.32","18.08","18.10","18.75","18.64","20.83"
"20050","Leaburu","20.00","17.95","13.95","11.63","14.63","17.14","17.50","19.44","17.65","16.67","16.67","16.67","16.67","18.18","17.65","18.18","18.75"
"20051","Legazpi","12.43","11.89","12.78","12.84","11.76","11.01","9.98","9.33","9.02","9.19","9.42","9.76","10.64","10.75","10.14","10.10","9.92"
"20052","Legorreta","11.76","9.20","8.25","9.35","10.89","12.50","10.89","9.00","9.62","9.43","10.64","11.22","13.19","13.95","13.64","16.84","14.71"
"01058","Legutio","37.18","37.98","38.69","38.39","39.20","40.96","40.36","41.49","40.12","42.55","44.19","45.07","45.42","45.55","42.65","41.39","42.28"
"20068","Leintz-Gatzaga","9.09","8.70","13.64","8.70","10.00","15.79","13.64","14.29","13.64","12.50","9.09","9.09","8.70","10.00","10.53","5.26","10.00"
"48054","Leioa","4.40","4.37","4.76","5.19","5.24","5.46","5.96","5.77","5.11","5.33","5.64","5.99","6.29","6.70","6.87","7.14","7.97"
"48057","Lekeitio","4.82","4.37","4.89","4.38","4.42","4.47","4.51","4.44","5.00","4.38","4.93","5.10","4.69","4.95","5.48","4.94","5.82"
"48055","Lemoa","14.73","15.96","15.76","14.98","16.00","17.57","20.95","21.04","21.50","21.21","20.07","19.93","19.70","20.85","20.16","19.84","21.46"
"48056","Lemoiz","0.00","1.22","1.19","0.00","0.00","0.00","1.79","1.75","3.64","4.17","2.38","2.56","2.13","0.00","0.00","0.00","2.22"
"01034","Leza","32.35","34.38","38.71","31.25","36.67","60.87","57.14","57.14","58.33","62.50","66.67","64.00","62.50","59.09","60.87","65.22","69.57"
"48081","Lezama","9.27","9.22","9.42","10.20","12.31","16.11","15.96","17.51","16.11","16.85","18.13","18.33","19.76","20.86","20.83","20.86","20.00"
"20053","Lezo","17.50","18.56","18.45","18.59","17.87","18.76","18.76","17.66","17.24","16.92","17.83","18.02","19.34","20.06","21.18","20.75","21.85"
"20054","Lizartza","26.00","25.49","26.92","25.86","24.14","26.42","21.82","20.00","20.34","19.67","18.00","17.65","19.61","20.00","20.75","21.15","22.22"
"48903","Loiu","15.38","15.40","15.56","15.04","15.28","16.07","16.29","17.73","19.45","19.60","21.05","22.17","25.35","25.45","26.96","27.14","25.73"
"48058","Mallabia","38.21","37.38","39.21","39.21","41.28","46.98","46.48","49.11","47.03","48.29","49.19","51.40","51.96","54.95","55.74","58.01","56.59"
"48060","Markina-Xemein","11.02","11.26","12.31","12.31","12.23","13.19","12.14","12.19","13.67","13.76","13.71","14.36","12.89","12.98","11.59","11.67","12.30"
"48061","Maruri-Jatabe","7.58","5.17","5.45","7.41","8.06","10.53","10.17","8.33","9.80","10.42","10.64","11.63","10.81","9.38","6.25","3.23","3.23"
"48059","Mañaria","18.87","19.61","22.45","22.92","25.00","26.09","22.00","21.15","22.64","22.22","22.64","25.53","26.67","26.83","24.44","23.91","22.92"
"20901","Mendaro","23.49","24.12","26.09","23.30","24.39","28.29","29.11","27.71","26.67","26.22","29.55","27.66","25.78","24.58","23.01","21.93","22.22"
"48062","Mendata","0.00","0.00","0.00","0.00","2.86","5.00","5.00","5.26","5.88","5.56","5.88","7.14","6.25","6.25","11.76","12.50","17.65"
"48063","Mendexa","5.88","5.56","8.33","7.69","8.57","9.38","8.57","8.33","8.82","9.68","10.71","11.11","13.04","11.54","13.64","13.64","16.00"
