"Udalerri kodea","Udalerria","2015","2014","2013","2012"
"01028","Labastida/Bastida","17.51","16.58","16.92","16.79"
"01030","Lagrán","21.88","25.00","27.03","23.26"
"01031","Laguardia","17.71","17.47","17.64","18.23"
"01032","Lanciego/Lantziego","54.30","55.80","56.98","54.60"
"48051","Lanestosa","19.67","18.03","20.34","23.64"
"01902","Lantarón","21.40","23.83","23.30","23.26"
"01033","Lapuebla de Labarca","41.03","42.05","43.77","43.12"
"48052","Larrabetzu","2.05","2.74","2.72","3.13"
"20048","Larraul","6.93","7.14","6.93","6.93"
"20902","Lasarte-Oria","0.40","0.40","0.39","0.38"
"01036","Laudio/Llodio","0.85","0.87","0.92","0.91"
"48053","Laukiz","1.61","1.90","1.84","1.84"
"20049","Lazkao","1.06","1.28","1.41","1.18"
"20050","Leaburu","3.29","4.03","3.27","4.44"
"20051","Legazpi","0.78","0.85","0.73","0.71"
"20052","Legorreta","1.02","1.19","1.22","0.68"
"01058","Legutio","4.62","4.70","4.85","4.69"
"20068","Leintz-Gatzaga","0.98","2.00","2.02","1.00"
"48054","Leioa","0.17","0.12","0.12","0.12"
"48057","Lekeitio","2.76","2.88","2.94","3.22"
"48055","Lemoa","1.18","1.39","1.72","1.41"
"48056","Lemoiz","3.75","3.85","4.05","3.95"
"01034","Leza","33.75","29.76","29.33","28.38"
"48081","Lezama","3.14","3.23","3.68","3.68"
"20053","Lezo","0.30","0.31","0.28","0.32"
"20054","Lizartza","3.36","3.72","4.15","3.48"
"48903","Loiu","0.55","0.58","0.35","0.44"
"48058","Mallabia","3.75","4.09","4.53","4.33"
"48060","Markina-Xemein","4.70","4.41","4.84","5.13"
"48061","Maruri-Jatabe","3.43","3.34","2.64","3.20"
"48059","Mañaria","4.07","4.37","4.59","4.59"
"20901","Mendaro","1.26","1.31","1.22","1.62"
"48062","Mendata","7.46","7.81","9.52","9.38"
"48063","Mendexa","8.33","7.69","6.94","6.57"
"48064","Meñaka","5.62","4.98","5.08","5.06"
"01039","Moreda de Álava / Moreda Araba","38.33","41.51","41.07","44.64"
"48066","Morga","5.37","6.04","6.29","5.71"
"48068","Mundaka","2.53","2.40","2.61","2.70"
"48069","Mungia","1.70","1.54","1.57","1.60"
"48007","Munitibar-Arbatzegi Gerrikaitz-","4.88","5.81","6.90","6.94"
"48908","Murueta","0.00","2.56","2.63","2.56"
"48071","Muskiz","0.62","0.62","0.63","0.58"
"20057","Mutiloa","0.00","0.00","0.00","1.28"
"20056","Mutriku","4.03","4.04","4.21","4.47"
"48067","Muxika","3.19","4.29","4.55","4.36"
"48909","Nabarniz","7.06","6.76","6.76","10.00"
"01041","Navaridas","58.97","63.24","63.01","62.82"
"20063","Oiartzun","1.51","1.36","1.40","1.34"
"01042","Okondo","4.78","4.45","5.29","5.97"
"20058","Olaberria","3.66","3.59","3.75","3.67"
"48073","Ondarroa","7.28","7.31","7.45","8.05"
"20076","Ordizia","0.46","0.45","0.64","0.63"
"20905","Orendain","12.66","15.28","13.24","14.67"
"20060","Orexa","17.65","18.37","18.00","18.37"
"20061","Orio","1.88","1.96","2.04","2.03"
"20062","Ormaiztegi","0.34","0.18","0.18","0.18"
"48075","Orozko","4.61","4.92","5.21","5.08"
"48083","Ortuella","0.13","0.19","0.16","0.13"
"48072","Otxandio","3.01","3.05","3.37","3.31"
"01043","Oyón-Oion","11.67","10.50","11.18","11.96"
"20059","Oñati","0.80","0.79","0.71","0.68"
"20064","Pasaia","0.89","1.02","1.13","1.23"
"01044","Peñacerrada-Urizaharra","24.68","26.03","26.47","25.35"
"48077","Plentzia","0.86","0.84","0.77","0.71"
"48078","Portugalete","0.10","0.07","0.05","0.06"
"01047","Ribera Baja/Erribera Beitia","5.88","5.71","5.62","5.61"
"01051","Salvatierra/Agurain","1.67","1.89","1.60","1.35"
"01052","Samaniego","40.83","41.67","41.46","40.62"
"01053","San Millán/Donemiliaga","23.29","24.76","26.54","25.89"
"48082","Santurtzi","0.20","0.20","0.19","0.19"
"20070","Segura","1.97","2.02","2.09","2.14"
"48084","Sestao","0.13","0.11","0.10","0.12"
"48904","Sondika","0.28","0.29","0.18","0.17"
"48085","Sopela","0.59","0.63","0.61","0.60"
"48086","Sopuerta","2.70","2.94","2.70","2.91"
"20065","Soraluze-Placencia de las Armas","0.32","0.46","0.46","0.46"
"48076","Sukarrieta","3.16","3.37","3.33","3.23"
"20071","Tolosa","0.74","0.77","0.66","0.68"
"48087","Trucios-Turtzioz","10.71","12.14","13.64","11.64"
"48088","Ubide","7.35","8.45","9.23","11.67"
"48065","Ugao-Miraballes","0.60","0.55","0.56","0.68"
"48089","Urduliz","1.05","1.10","0.96","0.93"
"48074","Urduña/Orduña","2.66","2.86","3.02","2.70"
"01054","Urkabustaiz","9.59","9.40","9.86","9.90"
"20072","Urnieta","1.69","1.67","1.64","1.67"
"20077","Urretxu","0.44","0.49","0.45","0.49"
"20073","Usurbil","1.83","1.95","1.94","1.78"
"01055","Valdegovía/Gaubea","13.57","15.58","16.30","16.12"
"48080","Valle de Trápaga-Trapagaran","0.28","0.27","0.27","0.23"
"20075","Villabona","1.58","1.54","1.58","1.53"
"01057","Villabuena de Álava/Eskuernaga","48.84","56.78","58.82","55.00"
"01059","Vitoria-Gasteiz","0.41","0.43","0.41","0.41"
"01060","Yécora/Iekora","59.26","60.24","58.14","61.18"
"48095","Zaldibar","1.04","1.14","1.09","1.07"
"20078","Zaldibia","3.94","3.74","3.70","4.38"
"01061","Zalduondo","10.45","10.00","11.59","9.52"
"48096","Zalla","3.18","2.92","3.02","2.81"
"01062","Zambrana","11.70","12.94","12.94","12.66"
"48905","Zamudio","1.32","0.95","1.01","1.06"
"48097","Zaratamo","0.47","1.07","0.80","0.46"
"20079","Zarautz","1.13","1.07","1.09","1.02"
"48024","Zeanuri","5.31","5.15","5.92","6.00"
"48025","Zeberio","2.76","3.14","3.51","3.06"
"20025","Zegama","3.09","2.87","3.05","3.02"
"20026","Zerain","11.21","11.21","9.82","10.89"
"20027","Zestoa","3.99","4.73","4.97","4.73"
"48913","Zierbena","1.78","1.15","2.02","2.57"
"01018","Zigoitia","4.81","4.86","5.03","5.03"
"48915","Ziortza-Bolibar","8.91","8.74","9.38","5.42"
"20028","Zizurkil","2.39","1.96","1.92","2.21"
"01063","Zuia","3.43","3.26","3.67","3.97"
"20081","Zumaia","0.85","0.88","0.87","0.86"
"20080","Zumarraga","0.53","0.47","0.40","0.44"
