"Udalerri kodea","Udalerria","2015","2014","2013","2012"
"48035","Fruiz","9.50","9.41","8.46","7.46"
"20038","Gabiria","4.33","4.35","4.69","4.07"
"20037","Gaintza","6.25","6.25","5.66","8.16"
"48036","Galdakao","5.37","5.38","5.73","6.04"
"48037","Galdames","6.69","8.00","9.34","9.41"
"48038","Gamiz-Fika","4.16","4.35","4.85","4.60"
"48039","Garai","5.13","4.63","4.76","6.19"
"48040","Gatika","4.72","5.07","5.18","6.11"
"48041","Gautegiz Arteaga","5.57","5.96","6.62","8.60"
"20907","Gaztelu","13.04","16.33","12.77","17.91"
"48046","Gernika-Lumo","5.24","5.25","5.34","5.94"
"20039","Getaria","2.97","3.72","3.84","3.73"
"48044","Getxo","4.16","4.20","4.31","4.51"
"48047","Gizaburuaga","2.60","4.05","3.90","5.06"
"48042","Gordexola","3.14","3.46","3.38","4.48"
"48043","Gorliz","5.38","5.48","5.62","6.19"
"48045","Güeñes","7.00","6.58","6.81","7.61"
"01056","Harana/Valle de Arana","11.90","10.23","9.20","10.71"
"20040","Hernani","6.70","6.97","6.93","7.26"
"20041","Hernialde","11.76","12.26","11.66","15.43"
"20036","Hondarribia","5.20","5.26","5.24","5.84"
"20042","Ibarra","5.58","6.09","5.95","6.26"
"48048","Ibarrangelu","6.77","5.85","5.82","6.52"
"20043","Idiazabal","4.27","4.46","4.76","4.93"
"48094","Igorre","4.82","5.12","4.92","5.98"
"20044","Ikaztegieta","3.14","2.13","4.21","2.75"
"20045","Irun","6.50","6.57","6.86","6.95"
"20046","Irura","4.37","4.93","4.83","5.19"
"01027","Iruraiz-Gauna","2.18","1.32","2.64","3.18"
"01901","Iruña Oka/Iruña de Oca","5.42","5.65","6.12","6.52"
"48049","Ispaster","7.35","6.67","6.38","7.33"
"20047","Itsasondo","4.90","4.18","5.15","4.44"
"48910","Iurreta","5.08","4.97","4.68","5.32"
"48050","Izurtza","3.57","5.36","3.54","5.56"
"48022","Karrantza Harana/Valle de Carranza","5.24","5.62","4.93","6.42"
"48907","Kortezubi","5.65","7.06","4.24","6.37"
"01019","Kripan","1.69","1.85","1.89","1.85"
"01020","Kuartango","6.72","6.72","7.56","5.56"
"01028","Labastida/Bastida","7.87","9.18","8.72","8.91"
"01030","Lagrán","6.25","5.56","8.11","9.30"
"01031","Laguardia","4.83","4.65","5.16","5.02"
"01032","Lanciego/Lantziego","4.30","4.42","5.03","6.90"
"48051","Lanestosa","13.11","11.48","11.86","12.73"
"01902","Lantarón","3.26","2.07","0.97","2.33"
"01033","Lapuebla de Labarca","3.45","2.83","4.63","5.07"
"48052","Larrabetzu","4.78","5.01","5.44","6.14"
"20048","Larraul","12.87","12.24","11.88","14.85"
"20902","Lasarte-Oria","7.02","7.39","7.04","7.41"
"01036","Laudio/Llodio","4.35","4.53","4.72","5.29"
"48053","Laukiz","7.11","7.13","7.36","8.53"
"20049","Lazkao","5.49","5.35","4.81","5.50"
"20050","Leaburu","15.13","14.77","16.34","17.04"
"20051","Legazpi","4.84","5.08","5.45","5.77"
"20052","Legorreta","4.07","4.10","4.69","5.99"
"01058","Legutio","3.64","3.99","4.71","5.12"
"20068","Leintz-Gatzaga","3.92","4.00","5.05","4.00"
"48054","Leioa","5.35","5.52","5.66","6.02"
"48057","Lekeitio","4.14","4.44","4.45","4.68"
"48055","Lemoa","5.15","5.10","4.46","5.17"
"48056","Lemoiz","7.03","6.92","7.30","7.34"
"01034","Leza","2.50","2.38","2.67","4.05"
"48081","Lezama","6.00","6.00","5.57","6.33"
"20053","Lezo","8.27","8.58","8.37","9.11"
"20054","Lizartza","5.97","6.69","7.17","8.01"
"48903","Loiu","5.60","5.43","5.88","5.65"
"48058","Mallabia","3.75","4.50","4.33","5.08"
"48060","Markina-Xemein","4.36","4.75","5.04","5.65"
"48061","Maruri-Jatabe","3.96","4.18","4.40","4.94"
"48059","Mañaria","7.24","6.31","7.65","8.67"
"20901","Mendaro","3.65","3.53","4.19","4.45"
"48062","Mendata","8.96","9.38","11.11","11.72"
"48063","Mendexa","9.62","9.62","10.42","10.95"
"48064","Meñaka","6.02","5.81","7.20","6.75"
"01039","Moreda de Álava / Moreda Araba","3.33","3.77","7.14","8.93"
"48066","Morga","6.04","6.04","6.29","5.71"
"48068","Mundaka","4.75","5.61","6.54","6.83"
"48069","Mungia","4.64","4.64","4.71","5.03"
"48007","Munitibar-Arbatzegi Gerrikaitz-","5.49","5.81","5.52","6.25"
"48908","Murueta","5.13","2.56","5.26","5.13"
"48071","Muskiz","8.71","9.10","9.18","9.79"
"20057","Mutiloa","7.41","6.76","7.59","7.69"
"20056","Mutriku","6.42","5.88","6.31","6.60"
"48067","Muxika","4.78","5.60","5.30","5.64"
"48909","Nabarniz","8.24","9.46","8.11","10.00"
"01041","Navaridas","6.41","5.88","5.48","6.41"
"20063","Oiartzun","7.46","7.97","8.34","8.57"
"01042","Okondo","7.52","7.73","7.45","8.96"
"20058","Olaberria","1.97","2.69","3.75","3.67"
"48073","Ondarroa","3.44","3.61","3.72","4.01"
"20076","Ordizia","6.97","6.23","6.54","7.21"
"20905","Orendain","2.53","4.17","5.88","5.33"
"20060","Orexa","5.88","4.08","6.00","6.12"
"20061","Orio","8.26","8.09","8.70","8.42"
"20062","Ormaiztegi","2.90","2.87","3.25","3.44"
"48075","Orozko","4.61","4.92","4.89","4.77"
"48083","Ortuella","8.91","9.10","8.27","9.52"
"48072","Otxandio","2.61","3.05","3.58","3.73"
"01043","Oyón-Oion","3.53","3.35","3.78","4.32"
"20059","Oñati","2.36","2.51","2.52","2.79"
"20064","Pasaia","7.04","6.99","6.87","7.09"
"01044","Peñacerrada-Urizaharra","3.90","6.85","5.88","7.04"
"48077","Plentzia","5.77","5.37","5.91","6.61"
"48078","Portugalete","6.71","6.65","7.01","7.57"
"01047","Ribera Baja/Erribera Beitia","10.29","9.91","10.31","10.90"
"01051","Salvatierra/Agurain","3.03","2.83","3.20","3.85"
"01052","Samaniego","1.67","0.83","1.63","0.78"
"01053","San Millán/Donemiliaga","2.80","3.81","4.63","4.53"
"48082","Santurtzi","8.34","8.33","8.41","9.27"
"20070","Segura","4.93","4.38","5.39","5.17"
"48084","Sestao","7.74","7.66","7.89","8.92"
"48904","Sondika","4.99","4.63","4.92","5.46"
"48085","Sopela","4.84","5.12","4.97","5.56"
"48086","Sopuerta","8.23","8.09","8.58","9.81"
"20065","Soraluze-Placencia de las Armas","4.41","4.75","5.28","5.51"
"48076","Sukarrieta","2.11","3.37","3.33","3.23"
"20071","Tolosa","4.49","4.78","5.06","5.46"
"48087","Trucios-Turtzioz","12.86","12.14","11.36","9.59"
"48088","Ubide","8.82","9.86","7.69","6.67"
"48065","Ugao-Miraballes","6.54","6.50","6.87","7.72"
"48089","Urduliz","5.39","5.52","5.23","6.50"
"48074","Urduña/Orduña","5.87","5.85","5.55","5.53"
"01054","Urkabustaiz","4.32","4.41","4.73","4.36"
"20072","Urnieta","8.67","9.16","9.42","10.13"
"20077","Urretxu","6.25","6.67","6.62","6.85"
"20073","Usurbil","6.51","6.74","6.66","7.01"
"01055","Valdegovía/Gaubea","3.57","4.35","4.81","5.49"
"48080","Valle de Trápaga-Trapagaran","8.32","7.94","7.79","8.59"
"20075","Villabona","6.41","6.46","6.46","6.76"
"01057","Villabuena de Álava/Eskuernaga","3.88","4.24","4.20","3.33"
"01059","Vitoria-Gasteiz","4.27","4.40","4.52","5.11"
"01060","Yécora/Iekora","3.70","3.61","4.65","4.71"
"48095","Zaldibar","4.00","4.00","3.36","3.63"
"20078","Zaldibia","7.72","8.27","7.89","9.89"
"01061","Zalduondo","4.48","2.86","1.45","4.76"
"48096","Zalla","7.72","7.77","7.99","8.46"
"01062","Zambrana","3.19","2.35","1.18","1.27"
"48905","Zamudio","4.70","4.61","4.63","5.03"
"48097","Zaratamo","7.96","7.81","8.04","8.72"
"20079","Zarautz","5.48","5.51","5.57","5.95"
"48024","Zeanuri","3.66","4.04","3.95","4.06"
"48025","Zeberio","4.83","5.07","5.51","6.38"
"20025","Zegama","3.44","3.89","4.40","4.62"
"20026","Zerain","4.67","5.61","5.36","5.94"
"20027","Zestoa","5.92","6.06","5.26","6.13"
"48913","Zierbena","4.44","5.99","6.30","7.20"
"01018","Zigoitia","7.21","7.44","8.48","8.48"
"48915","Ziortza-Bolibar","2.97","2.91","3.12","5.42"
"20028","Zizurkil","8.42","8.86","7.93","9.62"
"01063","Zuia","5.36","4.99","5.61","6.12"
"20081","Zumaia","5.13","5.46","5.37","5.57"
"20080","Zumarraga","4.94","5.40","5.41","5.79"
