"Udalerri kodea","Udalerria","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"20033","Elgeta","0.56","0.56","0.56","0.57","0.55","0.54","0.54","0.54","0.53","0.53","0.52","0.51"
"20032","Elgoibar","0.44","0.44","0.45","0.46","0.46","0.46","0.48","0.48","0.48","0.48","0.48","0.46"
"48032","Elorrio","0.46","0.45","0.45","0.45","0.45","0.44","0.44","0.44","0.43","0.43","0.42","0.41"
"01023","Elvillar/Bilar","0.50","0.46","0.45","0.45","0.44","0.44","0.45","0.45","0.44","0.42","0.39","0.37"
"48902","Erandio","0.47","0.47","0.48","0.48","0.47","0.47","0.47","0.47","0.46","0.43","0.42","0.41"
"48033","Ereño","0.66","0.63","0.64","0.64","0.63","0.59","0.61","0.59","0.57","0.56","0.52","0.48"
"48034","Ermua","0.41","0.41","0.41","0.41","0.42","0.41","0.41","0.41","0.40","0.39","0.39","0.38"
"20067","Errenteria","0.39","0.40","0.40","0.40","0.40","0.41","0.41","0.41","0.40","0.40","0.39","0.38"
"20066","Errezil","0.55","0.55","0.54","0.54","0.53","0.52","0.51","0.50","0.52","0.51","0.51","0.50"
"01046","Erriberagoitia/Ribera Alta","0.66","0.66","0.61","0.60","0.61","0.59","0.60","0.61","0.65","0.62","0.59","0.55"
"48079","Errigoiti","0.56","0.54","0.53","0.51","0.52","0.53","0.51","0.51","0.49","0.49","0.49","0.48"
"20034","Eskoriatza","0.47","0.47","0.48","0.48","0.47","0.47","0.48","0.48","0.47","0.47","0.46","0.45"
"48029","Etxebarri","0.46","0.46","0.47","0.47","0.48","0.49","0.49","0.47","0.45","0.44","0.43","0.41"
"48030","Etxebarria","0.57","0.56","0.57","0.56","0.53","0.52","0.52","0.50","0.50","0.49","0.48","0.47"
"20035","Ezkio-Itsaso","0.61","0.59","0.56","0.55","0.54","0.55","0.58","0.55","0.53","0.51","0.51","0.52"
"48906","Forua","0.49","0.49","0.50","0.50","0.49","0.50","0.49","0.50","0.49","0.46","0.42","0.42"
"48035","Fruiz","0.56","0.58","0.56","0.59","0.57","0.57","0.61","0.61","0.60","0.61","0.61","0.60"
"20038","Gabiria","0.62","0.61","0.62","0.59","0.57","0.58","0.59","0.58","0.56","0.54","0.54","0.52"
"20037","Gaintza","0.62","0.61","0.61","0.58","0.62","0.57","0.58","0.52","0.55","0.59","0.52","0.50"
"48036","Galdakao","0.47","0.48","0.48","0.49","0.48","0.48","0.48","0.47","0.46","0.45","0.44","0.42"
"48037","Galdames","0.59","0.58","0.59","0.57","0.59","0.57","0.58","0.55","0.56","0.52","0.50","0.50"
"48038","Gamiz-Fika","0.63","0.61","0.62","0.62","0.60","0.59","0.59","0.57","0.54","0.54","0.52","0.52"
"48039","Garai","0.59","0.55","0.51","0.51","0.52","0.50","0.47","0.47","0.48","0.49","0.51","0.51"
"48040","Gatika","0.60","0.61","0.60","0.60","0.59","0.57","0.58","0.58","0.57","0.57","0.54","0.54"
"48041","Gautegiz Arteaga","0.60","0.59","0.59","0.59","0.60","0.58","0.59","0.59","0.56","0.57","0.53","0.53"
"20907","Gaztelu","0.33","0.29","0.30","0.30","0.28","0.28","0.26","0.23","0.24","0.20","0.19","0.18"
"48046","Gernika-Lumo","0.46","0.46","0.46","0.47","0.47","0.47","0.46","0.45","0.44","0.44","0.44","0.43"
"20039","Getaria","0.42","0.42","0.42","0.41","0.40","0.40","0.40","0.40","0.39","0.38","0.38","0.37"
"48044","Getxo","0.48","0.48","0.48","0.49","0.49","0.48","0.48","0.47","0.46","0.46","0.46","0.45"
"48047","Gizaburuaga","0.54","0.52","0.54","0.55","0.56","0.58","0.60","0.60","0.49","0.54","0.50","0.51"
"48042","Gordexola","0.54","0.55","0.53","0.53","0.53","0.51","0.50","0.51","0.49","0.48","0.47","0.46"
"48043","Gorliz","0.49","0.49","0.49","0.49","0.48","0.49","0.49","0.49","0.49","0.48","0.47","0.45"
"48045","Güeñes","0.44","0.44","0.44","0.45","0.43","0.43","0.43","0.44","0.43","0.41","0.41","0.40"
"01056","Harana/Valle de Arana","0.71","0.69","0.63","0.60","0.57","0.55","0.54","0.51","0.50","0.47","0.49","0.49"
"20040","Hernani","0.41","0.41","0.41","0.41","0.41","0.41","0.41","0.41","0.39","0.39","0.38","0.37"
"20041","Hernialde","0.50","0.50","0.48","0.47","0.49","0.47","0.48","0.46","0.48","0.44","0.47","0.45"
"20036","Hondarribia","0.46","0.46","0.47","0.46","0.46","0.45","0.46","0.45","0.44","0.43","0.43","0.42"
"20042","Ibarra","0.46","0.45","0.46","0.45","0.44","0.45","0.44","0.44","0.42","0.41","0.41","0.40"
"48048","Ibarrangelu","0.55","0.53","0.52","0.53","0.51","0.50","0.49","0.51","0.52","0.51","0.52","0.50"
"20043","Idiazabal","0.53","0.53","0.54","0.52","0.53","0.52","0.53","0.53","0.52","0.51","0.50","0.50"
"48094","Igorre","0.49","0.50","0.50","0.50","0.50","0.50","0.50","0.50","0.49","0.47","0.47","0.46"
"20044","Ikaztegieta","0.45","0.44","0.41","0.39","0.37","0.36","0.34","0.32","0.30","0.34","0.28","0.27"
"20045","Irun","0.44","0.44","0.44","0.44","0.43","0.43","0.43","0.43","0.42","0.41","0.41","0.40"
"20046","Irura","0.44","0.43","0.44","0.44","0.45","0.46","0.47","0.50","0.42","0.44","0.43","0.40"
"01027","Iruraiz-Gauna","0.65","0.64","0.60","0.61","0.62","0.64","0.65","0.58","0.58","0.55","0.54","0.51"
"01901","Iruña Oka/Iruña de Oca","0.58","0.57","0.57","0.58","0.56","0.57","0.55","0.57","0.55","0.55","0.54","0.52"
"48049","Ispaster","0.53","0.52","0.53","0.53","0.55","0.54","0.54","0.53","0.53","0.52","0.52","0.50"
"20047","Itsasondo","0.48","0.49","0.48","0.48","0.48","0.49","0.50","0.50","0.50","0.52","0.55","0.52"
"48910","Iurreta","0.59","0.56","0.55","0.56","0.56","0.55","0.58","0.60","0.55","0.56","0.57","0.51"
"48050","Izurtza","0.58","0.58","0.61","0.61","0.63","0.63","0.63","0.66","0.62","0.61","0.58","0.57"
"48022","Karrantza Harana/Valle de Carranza","0.56","0.56","0.55","0.55","0.55","0.54","0.54","0.52","0.51","0.50","0.48","0.46"
"48907","Kortezubi","0.47","0.47","0.50","0.48","0.48","0.50","0.47","0.48","0.48","0.46","0.45","0.44"
"01019","Kripan","0.52","0.46","0.47","0.47","0.47","0.46","0.48","0.45","0.44","0.45","0.46","0.45"
"01020","Kuartango","0.69","0.68","0.66","0.67","0.63","0.62","0.58","0.58","0.57","0.56","0.54","0.53"
"01028","Labastida/Bastida","0.51","0.51","0.49","0.50","0.50","0.50","0.49","0.47","0.46","0.47","0.46","0.44"
"01030","Lagrán","0.61","0.58","0.54","0.53","0.56","0.53","0.50","0.51","0.44","0.43","0.43","0.41"
"01031","Laguardia","0.58","0.58","0.58","0.58","0.57","0.55","0.55","0.54","0.50","0.48","0.47","0.45"
"01032","Lanciego/Lantziego","0.46","0.45","0.46","0.44","0.44","0.45","0.42","0.40","0.39","0.40","0.10","0.07"
"48051","Lanestosa","0.49","0.48","0.52","0.55","0.52","0.54","0.55","0.52","0.49","0.47","0.44","0.43"
"01902","Lantarón","0.64","0.64","0.64","0.62","0.59","0.57","0.59","0.56","0.54","0.51","0.50","0.48"
"01033","Lapuebla de Labarca","0.48","0.49","0.48","0.46","0.47","0.45","0.42","0.44","0.43","0.40","0.40","0.39"
"48052","Larrabetzu","0.51","0.50","0.51","0.51","0.50","0.49","0.48","0.49","0.49","0.47","0.47","0.47"
"20048","Larraul","0.37","0.37","0.37","0.35","0.34","0.34","0.34","0.38","0.41","0.35","0.36","0.38"
"20902","Lasarte-Oria","0.42","0.42","0.43","0.43","0.43","0.43","0.43","0.44","0.43","0.42","0.41","0.40"
"01036","Laudio/Llodio","0.45","0.45","0.46","0.46","0.46","0.46","0.46","0.45","0.44","0.43","0.42","0.41"
"48053","Laukiz","0.69","0.67","0.66","0.66","0.66","0.68","0.68","0.71","0.72","0.70","0.71","0.66"
"20049","Lazkao","0.46","0.46","0.47","0.48","0.48","0.48","0.49","0.49","0.48","0.47","0.46","0.45"
"20050","Leaburu","0.55","0.55","0.52","0.55","0.53","0.52","0.51","0.51","0.23","0.23","0.22","0.21"
"20051","Legazpi","0.46","0.46","0.47","0.47","0.46","0.46","0.45","0.45","0.44","0.43","0.43","0.42"
"20052","Legorreta","0.49","0.48","0.49","0.47","0.48","0.48","0.49","0.49","0.48","0.48","0.48","0.47"
"01058","Legutio","0.63","0.61","0.61","0.62","0.63","0.61","0.60","0.59","0.59","0.57","0.56","0.55"
"20068","Leintz-Gatzaga","0.52","0.47","0.46","0.45","0.47","0.43","0.44","0.46","0.45","0.44","0.42","0.43"
"48054","Leioa","0.49","0.49","0.49","0.50","0.49","0.49","0.50","0.49","0.48","0.47","0.46","0.44"
"48057","Lekeitio","0.37","0.37","0.37","0.37","0.37","0.36","0.37","0.37","0.36","0.36","0.35","0.34"
"48055","Lemoa","0.50","0.50","0.50","0.52","0.52","0.51","0.50","0.51","0.49","0.46","0.45","0.44"
"48056","Lemoiz","0.49","0.49","0.50","0.50","0.51","0.50","0.49","0.50","0.51","0.49","0.49","0.49"
"01034","Leza","0.51","0.50","0.50","0.49","0.44","0.44","0.42","0.43","0.44","0.40","0.43","0.45"
"48081","Lezama","0.58","0.58","0.57","0.55","0.55","0.54","0.54","0.53","0.51","0.50","0.50","0.49"
"20053","Lezo","0.45","0.44","0.45","0.44","0.44","0.44","0.43","0.43","0.43","0.41","0.41","0.39"
"20054","Lizartza","0.48","0.50","0.51","0.50","0.48","0.49","0.50","0.48","0.49","0.50","0.50","0.52"
"48903","Loiu","0.61","0.59","0.61","0.61","0.58","0.62","0.65","0.62","0.59","0.57","0.56","0.56"
"48058","Mallabia","0.64","0.63","0.63","0.64","0.62","0.62","0.63","0.62","0.63","0.62","0.62","0.60"
"48060","Markina-Xemein","0.49","0.49","0.49","0.49","0.49","0.48","0.50","0.50","0.50","0.46","0.46","0.45"
"48061","Maruri-Jatabe","0.55","0.55","0.55","0.55","0.54","0.52","0.53","0.51","0.50","0.50","0.50","0.49"
"48059","Mañaria","0.49","0.49","0.50","0.48","0.49","0.51","0.51","0.49","0.50","0.50","0.49","0.48"
"20901","Mendaro","0.41","0.40","0.39","0.39","0.37","0.36","0.35","0.35","0.34","0.33","0.31","0.28"
"48062","Mendata","0.55","0.54","0.53","0.51","0.49","0.49","0.51","0.50","0.51","0.53","0.53","0.49"
"48063","Mendexa","0.46","0.48","0.49","0.49","0.49","0.45","0.47","0.45","0.44","0.47","0.48","0.49"
"48064","Meñaka","0.59","0.58","0.58","0.59","0.59","0.60","0.59","0.58","0.58","0.57","0.56","0.55"
"01039","Moreda de Álava / Moreda Araba","0.65","0.62","0.60","0.57","0.60","0.57","0.56","0.54","0.52","0.47","0.49","0.48"
"48066","Morga","0.67","0.62","0.64","0.61","0.61","0.62","0.63","0.65","0.57","0.55","0.52","0.51"
"48068","Mundaka","0.44","0.43","0.42","0.42","0.41","0.40","0.42","0.39","0.37","0.38","0.37","0.36"
"48069","Mungia","0.48","0.48","0.48","0.48","0.48","0.48","0.48","0.48","0.47","0.46","0.46","0.45"
"48007","Munitibar-Arbatzegi Gerrikaitz-","0.55","0.55","0.57","0.57","0.58","0.56","0.57","0.57","0.56","0.55","0.54","0.53"
"48908","Murueta","0.53","0.52","0.53","0.50","0.48","0.50","0.49","0.47","0.45","0.42","0.42","0.42"
"48071","Muskiz","0.49","0.48","0.49","0.50","0.50","0.50","0.49","0.49","0.48","0.48","0.47","0.46"
"20057","Mutiloa","0.52","0.50","0.52","0.51","0.46","0.47","0.44","0.43","0.48","0.54","0.56","0.59"
"20056","Mutriku","0.43","0.43","0.44","0.44","0.43","0.43","0.44","0.44","0.44","0.44","0.44","0.42"
"48067","Muxika","0.58","0.56","0.56","0.57","0.57","0.56","0.55","0.58","0.59","0.59","0.57","0.56"
"48909","Nabarniz","0.43","0.45","0.45","0.40","0.39","0.36","0.39","0.38","0.35","0.34","0.34","0.36"
"01041","Navaridas","0.41","0.39","0.38","0.38","0.39","0.38","0.36","0.34","0.34","0.34","0.36","0.37"
"20063","Oiartzun","0.57","0.55","0.56","0.56","0.53","0.56","0.56","0.57","0.55","0.54","0.53","0.51"
"01042","Okondo","0.53","0.52","0.50","0.50","0.50","0.48","0.47","0.45","0.45","0.45","0.44","0.44"
"20058","Olaberria","0.68","0.69","0.70","0.70","0.66","0.64","0.65","0.66","0.66","0.64","0.63","0.64"
"48073","Ondarroa","0.37","0.37","0.37","0.37","0.38","0.37","0.37","0.37","0.35","0.35","0.34","0.32"
"20076","Ordizia","0.41","0.41","0.41","0.42","0.42","0.41","0.40","0.42","0.40","0.40","0.40","0.39"
"20905","Orendain","0.37","0.39","0.44","0.43","0.40","0.43","0.45","0.42","0.40","0.38","0.46","0.47"
"20060","Orexa","0.41","0.43","0.42","0.40","0.42","0.45","0.39","0.40","0.44","0.45","0.51","0.52"
"20061","Orio","0.39","0.40","0.40","0.41","0.41","0.41","0.41","0.41","0.41","0.39","0.40","0.38"
"20062","Ormaiztegi","0.51","0.51","0.52","0.51","0.51","0.50","0.50","0.49","0.51","0.49","0.48","0.49"
"48075","Orozko","0.47","0.46","0.47","0.49","0.49","0.48","0.48","0.47","0.44","0.44","0.43","0.42"
"48083","Ortuella","0.49","0.49","0.49","0.50","0.50","0.49","0.50","0.49","0.48","0.46","0.44","0.42"
"48072","Otxandio","0.45","0.45","0.44","0.46","0.44","0.45","0.43","0.43","0.43","0.44","0.44","0.43"
"01043","Oyón-Oion","0.49","0.48","0.48","0.48","0.48","0.49","0.49","0.48","0.48","0.47","0.46","0.47"
"20059","Oñati","0.44","0.44","0.44","0.44","0.44","0.44","0.44","0.44","0.43","0.43","0.43","0.42"
"20064","Pasaia","0.38","0.37","0.37","0.37","0.37","0.37","0.38","0.37","0.36","0.36","0.36","0.35"
"01044","Peñacerrada-Urizaharra","0.59","0.58","0.51","0.50","0.48","0.47","0.45","0.48","0.43","0.44","0.41","0.39"
"48077","Plentzia","0.52","0.51","0.52","0.51","0.50","0.49","0.49","0.48","0.46","0.46","0.45","0.45"
"48078","Portugalete","0.38","0.39","0.39","0.39","0.39","0.39","0.39","0.38","0.37","0.37","0.36","0.36"
"01047","Ribera Baja/Erribera Beitia","0.52","0.51","0.51","0.51","0.49","0.50","0.48","0.49","0.47","0.47","0.42","0.42"
"01051","Salvatierra/Agurain","0.48","0.47","0.47","0.48","0.47","0.46","0.47","0.48","0.46","0.45","0.43","0.41"
"01052","Samaniego","0.53","0.47","0.47","0.45","0.45","0.45","0.43","0.43","0.44","0.42","0.39","0.39"
"01053","San Millán/Donemiliaga","0.61","0.60","0.62","0.59","0.59","0.61","0.60","0.57","0.59","0.56","0.58","0.57"
"48082","Santurtzi","0.38","0.38","0.38","0.39","0.39","0.39","0.39","0.38","0.37","0.37","0.36","0.35"
"20070","Segura","0.52","0.51","0.50","0.49","0.48","0.50","0.50","0.51","0.51","0.51","0.50","0.50"
"48084","Sestao","0.38","0.38","0.38","0.38","0.38","0.38","0.38","0.38","0.37","0.36","0.36","0.34"
"48904","Sondika","0.51","0.52","0.53","0.53","0.52","0.51","0.51","0.51","0.50","0.49","0.48","0.48"
"48085","Sopela","0.52","0.51","0.51","0.51","0.51","0.51","0.50","0.50","0.49","0.49","0.47","0.46"
"48086","Sopuerta","0.56","0.54","0.53","0.52","0.52","0.52","0.52","0.50","0.50","0.49","0.49","0.48"
"20065","Soraluze-Placencia de las Armas","0.46","0.46","0.47","0.47","0.47","0.47","0.47","0.46","0.45","0.44","0.43","0.42"
"48076","Sukarrieta","0.50","0.49","0.50","0.51","0.53","0.53","0.57","0.54","0.54","0.51","0.48","0.52"
"20071","Tolosa","0.39","0.39","0.40","0.40","0.40","0.40","0.40","0.40","0.39","0.38","0.38","0.37"
"48087","Trucios-Turtzioz","0.44","0.44","0.43","0.44","0.43","0.44","0.41","0.41","0.40","0.40","0.42","0.40"
"48088","Ubide","0.57","0.53","0.51","0.51","0.54","0.51","0.51","0.50","0.46","0.45","0.45","0.39"
"48065","Ugao-Miraballes","0.45","0.44","0.45","0.46","0.45","0.45","0.44","0.43","0.42","0.41","0.41","0.39"
"48089","Urduliz","0.52","0.51","0.51","0.51","0.52","0.52","0.51","0.51","0.52","0.50","0.50","0.49"
"48074","Urduña/Orduña","0.41","0.40","0.41","0.41","0.41","0.41","0.40","0.40","0.39","0.38","0.37","0.35"
"01054","Urkabustaiz","0.58","0.56","0.53","0.54","0.56","0.56","0.53","0.51","0.53","0.51","0.51","0.50"
"20072","Urnieta","0.44","0.43","0.44","0.44","0.43","0.44","0.43","0.43","0.42","0.41","0.40","0.39"
"20077","Urretxu","0.42","0.42","0.41","0.41","0.41","0.41","0.41","0.40","0.39","0.39","0.38","0.37"
"20073","Usurbil","0.48","0.47","0.48","0.48","0.48","0.48","0.49","0.48","0.47","0.47","0.47","0.45"
"01055","Valdegovía/Gaubea","0.58","0.57","0.55","0.53","0.51","0.50","0.45","0.46","0.45","0.42","0.42","0.43"
"48080","Valle de Trápaga-Trapagaran","0.48","0.49","0.49","0.50","0.49","0.49","0.49","0.49","0.47","0.46","0.45","0.43"
"20075","Villabona","0.42","0.41","0.41","0.41","0.42","0.41","0.41","0.41","0.40","0.40","0.39","0.39"
"01057","Villabuena de Álava/Eskuernaga","0.54","0.54","0.54","0.51","0.53","0.53","0.53","0.53","0.52","0.53","0.51","0.48"
"01059","Vitoria-Gasteiz","0.44","0.44","0.45","0.45","0.46","0.46","0.46","0.46","0.44","0.44","0.43","0.42"
