"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009"
"48092","Bedia","273.41","259.78","255.99","139.43","146.68","128.87","123.35"
"20020","Beizama","44.44","44.44","43.64","36.07","37.29","33.93","26.32"
"20021","Belauntza","79.21","82.18","82.69","80.00","83.49","88.79","79.13"
"48016","Berango","19.51","18.71","18.60","18.51","15.14","13.48","14.31"
"01014","Berantevilla","151.03","158.25","156.35","153.85","95.48","99.01","95.67"
"20022","Berastegi","15.85","16.83","16.71","17.00","18.00","17.41","16.42"
"20074","Bergara","27.04","27.26","27.26","28.15","28.72","28.42","28.42"
"48017","Bermeo","21.89","21.65","21.19","21.69","22.70","25.09","25.63"
"01016","Bernedo","88.02","85.42","82.91","80.00","77.83","85.17","88.07"
"48018","Berriatua","77.59","71.25","70.11","69.68","72.67","69.50","74.69"
"48019","Berriz","28.96","27.89","31.13","31.49","32.32","33.19","32.05"
"20023","Berrobi","13.96","13.51","11.71","13.18","15.00","13.45","15.84"
"20024","Bidania-Goiatz","24.00","25.00","28.36","27.54","27.01","28.92","25.87"
"48020","Bilbao","60.08","58.70","56.96","57.09","55.88","54.10","53.71"
"48021","Busturia","22.56","21.59","20.22","19.86","22.09","18.15","18.19"
"01017","Campezo/Kanpezu","25.35","25.35","24.20","23.95","21.79","20.96","19.87"
"20029","Deba","52.05","50.17","48.97","52.90","53.31","51.08","50.78"
"48901","Derio","181.90","181.28","187.68","193.49","200.41","186.15","163.76"
"48026","Dima","19.56","19.05","20.14","20.59","20.50","17.59","20.11"
"20069","Donostia / San Sebastián","75.52","73.54","71.53","71.07","69.56","68.11","67.55"
"48027","Durango","34.04","33.63","33.43","33.09","32.32","30.75","30.32"
"48028","Ea","15.95","16.22","14.44","15.08","16.36","12.88","11.39"
"20030","Eibar","33.26","32.66","31.84","31.93","32.29","31.54","32.42"
"48031","Elantxobe","8.89","9.44","5.82","5.61","11.33","5.53","5.41"
"01021","Elburgo/Burgelu","30.77","29.06","31.93","34.05","29.96","30.00","31.44"
"01022","Elciego","42.82","38.95","39.60","40.76","44.00","40.71","43.20"
"20031","Elduain","19.57","17.39","19.10","22.47","23.86","16.85","14.74"
"20033","Elgeta","37.97","35.32","40.22","39.39","40.87","39.47","37.44"
"20032","Elgoibar","35.37","33.81","34.09","33.39","34.89","33.01","33.03"
"48032","Elorrio","267.11","261.96","264.64","267.13","270.32","267.20","270.33"
"01023","Elvillar/Bilar","26.80","26.14","29.73","30.61","31.76","34.23","35.53"
"48902","Erandio","48.73","47.49","47.95","49.94","50.48","51.60","48.24"
"48033","Ereño","17.12","18.92","19.82","22.12","22.22","16.81","15.70"
"48034","Ermua","19.39","17.89","17.62","17.69","19.54","18.77","17.47"
"20067","Errenteria","17.84","17.45","17.33","17.54","19.08","19.19","19.21"
"20066","Errezil","50.43","48.72","50.43","52.65","49.35","48.47","42.92"
"01046","Erriberagoitia/Ribera Alta","24.82","21.90","23.02","21.25","20.42","20.64","21.64"
"48079","Errigoiti","5.58","5.58","4.85","21.70","31.51","24.14","21.68"
"20034","Eskoriatza","41.62","42.51","44.61","42.91","44.87","42.67","39.88"
"48029","Etxebarri","30.08","28.61","29.66","30.68","31.26","30.01","29.65"
"48030","Etxebarria","124.25","123.05","129.34","137.20","123.74","127.51","122.94"
"20035","Ezkio-Itsaso","43.70","40.16","42.80","41.20","42.69","38.00","35.74"
"48906","Forua","36.45","35.47","32.42","32.18","31.66","29.58","33.49"
"48035","Fruiz","11.26","9.91","10.86","9.01","9.09","8.90","8.74"
"20038","Gabiria","27.66","27.66","24.74","22.40","22.99","23.37","22.58"
"20037","Gaintza","26.32","26.32","30.77","31.58","29.27","17.39","19.57"
"48036","Galdakao","45.53","43.26","36.02","36.04","36.44","36.11","35.02"
"48037","Galdames","15.18","14.58","15.52","14.16","14.73","13.06","11.70"
"48038","Gamiz-Fika","19.14","18.79","18.17","19.93","19.53","18.23","18.66"
"48039","Garai","16.67","17.50","13.56","12.00","9.92","9.02","9.77"
"48040","Gatika","16.94","18.13","19.20","20.62","19.97","15.54","15.36"
"48041","Gautegiz Arteaga","16.15","17.19","19.00","17.55","14.40","11.84","12.63"
"20907","Gaztelu","15.09","7.55","6.78","20.69","25.86","19.67","20.69"
"48046","Gernika-Lumo","29.13","28.10","26.61","27.02","27.79","26.53","26.95"
"20039","Getaria","34.73","31.85","31.94","32.86","31.82","32.08","30.45"
"48044","Getxo","34.80","33.87","33.47","33.26","26.95","24.59","25.50"
"48047","Gizaburuaga","98.78","95.12","96.25","76.47","85.54","102.38","95.24"
"48042","Gordexola","24.76","23.12","21.25","23.00","19.54","18.68","12.38"
"48043","Gorliz","29.04","27.68","27.09","28.21","27.00","24.35","24.04"
"48045","Güeñes","22.05","22.19","23.27","24.14","26.00","26.43","16.16"
"01056","Harana/Valle de Arana","30.21","26.04","24.00","22.55","25.45","22.02","24.35"
"20040","Hernani","41.61","40.81","38.87","38.22","34.61","34.71","35.05"
"20041","Hernialde","25.18","20.86","18.18","19.72","13.79","14.58","13.87"
"20036","Hondarribia","32.28","31.33","29.88","30.60","30.54","26.85","27.54"
"20042","Ibarra","23.51","21.10","20.40","21.58","21.71","18.44","18.26"
"48048","Ibarrangelu","16.43","15.71","16.43","14.34","11.89","12.32","10.33"
"20043","Idiazabal","29.39","29.18","28.25","28.57","29.63","28.03","28.74"
"48094","Igorre","28.00","26.75","25.35","26.70","27.74","27.46","28.36"
"20044","Ikaztegieta","20.94","17.28","23.24","26.49","32.43","31.38","29.03"
"20045","Irun","28.63","28.54","28.40","28.66","29.39","29.81","31.52"
"20046","Irura","70.29","71.43","65.13","77.34","57.33","79.00","63.55"
"01027","Iruraiz-Gauna","25.50","21.50","20.50","21.00","21.26","17.96","19.60"
"01901","Iruña Oka/Iruña de Oca","39.15","36.98","34.35","32.15","32.46","33.04","28.89"
"48049","Ispaster","13.86","14.98","12.96","15.11","15.68","12.90","13.17"
"20047","Itsasondo","25.37","26.49","24.25","24.45","23.81","22.93","40.67"
"48910","Iurreta","34.05","33.62","32.44","31.19","29.76","29.55","30.08"
"48050","Izurtza","117.17","120.20","119.59","124.74","121.00","122.86","116.67"
"48022","Karrantza Harana/Valle de Carranza","22.89","24.23","23.00","22.76","24.22","23.06","23.98"
"48907","Kortezubi","19.90","19.90","21.05","19.13","17.22","15.56","14.12"
"01019","Kripan","14.86","12.16","10.96","10.13","19.74","13.33","9.46"
"01020","Kuartango","23.94","19.72","18.18","17.36","17.73","12.68","9.79"
"01028","Labastida/Bastida","26.08","25.56","27.30","28.06","31.95","33.10","34.12"
"01030","Lagrán","23.61","26.39","23.29","24.36","24.10","24.39","35.80"
"01031","Laguardia","113.95","106.05","110.80","104.76","109.38","102.41","96.05"
"01032","Lanciego/Lantziego","27.41","23.33","23.19","24.01","27.94","31.50","34.42"
"48051","Lanestosa","9.32","10.17","11.40","11.76","11.21","7.69","11.48"
"01902","Lantarón","54.78","55.94","53.67","51.80","53.78","52.49","51.47"
"01033","Lapuebla de Labarca","43.02","42.45","39.20","40.06","44.66","48.23","52.45"
"48052","Larrabetzu","35.62","32.95","33.02","32.82","30.47","30.19","30.34"
"20048","Larraul","19.28","12.05","13.10","14.29","10.98","10.84","9.41"
"20902","Lasarte-Oria","21.02","20.39","19.60","19.44","22.77","20.38","21.69"
"01036","Laudio/Llodio","26.92","26.20","26.48","27.93","28.85","27.10","26.89"
"48053","Laukiz","25.74","23.40","25.27","24.31","19.23","14.16","15.51"
"20049","Lazkao","26.19","24.42","23.89","24.33","24.34","22.53","23.67"
"20050","Leaburu","31.91","28.37","26.71","21.77","25.16","18.95","19.35"
"20051","Legazpi","20.22","24.23","23.62","22.64","26.71","24.45","24.21"
"20052","Legorreta","24.96","22.31","19.93","20.43","25.41","21.15","23.93"
"01058","Legutio","72.71","73.01","71.47","84.01","85.44","89.35","100.46"
"20068","Leintz-Gatzaga","31.11","31.11","32.18","31.25","28.57","27.08","27.66"
"48054","Leioa","53.82","52.15","51.26","52.33","50.88","48.60","47.09"
"48057","Lekeitio","18.77","18.22","16.77","16.60","16.52","15.79","15.61"
"48055","Lemoa","32.28","30.57","26.80","28.59","30.87","27.04","29.56"
"48056","Lemoiz","12.90","11.18","12.17","13.01","11.78","8.23","8.75"
"01034","Leza","23.08","23.08","22.89","17.65","13.33","13.79","14.61"
"48081","Lezama","28.05","28.74","28.20","23.29","19.94","16.79","25.61"
"20053","Lezo","33.89","33.19","32.00","34.50","37.21","37.22","35.36"
"20054","Lizartza","37.50","36.21","29.17","36.40","39.41","40.33","40.62"
"48903","Loiu","213.99","205.46","201.70","187.68","189.80","193.06","183.83"
"48058","Mallabia","73.72","68.77","68.58","70.25","71.65","73.56","75.80"
"48060","Markina-Xemein","36.50","36.45","35.72","33.38","35.35","34.39","33.80"
"48061","Maruri-Jatabe","17.09","16.58","15.50","17.34","13.18","14.21","15.09"
"48059","Mañaria","22.83","22.83","24.77","26.32","25.48","24.41","24.88"
"20901","Mendaro","122.01","121.48","115.10","114.38","92.84","89.01","86.76"
"48062","Mendata","13.89","11.11","13.01","13.79","14.00","10.60","11.04"
"48063","Mendexa","24.21","24.21","20.83","18.62","16.48","16.11","16.95"
"48064","Meñaka","20.40","21.40","20.20","21.50","20.50","21.45","22.33"
"01039","Moreda de Álava / Moreda Araba","22.43","20.56","21.50","22.94","24.30","22.02","23.42"
"48066","Morga","16.85","19.10","18.89","16.22","13.64","8.99","9.50"
"48068","Mundaka","24.83","23.09","22.93","21.75","24.86","32.06","32.00"
"48069","Mungia","46.40","45.29","44.75","44.69","42.77","41.42","29.54"
"48007","Munitibar-Arbatzegi Gerrikaitz-","35.42","33.33","28.35","27.42","28.00","13.07","8.98"
"48908","Murueta","6.40","6.40","4.76","6.56","5.79","7.94","7.94"
"48071","Muskiz","27.55","25.46","26.69","25.19","25.19","26.32","26.01"
"20057","Mutiloa","26.53","24.49","19.19","21.05","21.98","18.28","20.65"
"20056","Mutriku","20.83","21.32","20.59","19.81","21.14","19.59","20.52"
"48067","Muxika","22.15","20.00","20.03","20.56","23.78","21.90","22.77"
"48909","Nabarniz","15.46","12.37","12.24","20.21","22.58","20.41","20.83"
"01041","Navaridas","27.03","27.03","22.97","25.00","31.25","36.59","33.33"
"20063","Oiartzun","75.04","69.98","70.51","71.10","73.11","74.86","74.39"
"01042","Okondo","23.35","20.93","21.06","20.89","25.71","23.26","22.60"
"20058","Olaberria","115.76","116.54","111.44","107.44","113.82","105.54","101.76"
"48073","Ondarroa","22.68","22.84","20.56","19.89","22.39","19.59","20.39"
"20076","Ordizia","27.92","27.35","25.95","26.79","31.09","29.48","25.92"
"20905","Orendain","21.43","15.71","15.71","18.57","18.18","18.06","15.49"
"20060","Orexa","42.55","42.55","41.30","43.18","47.83","44.44","51.16"
"20061","Orio","23.13","21.93","22.22","22.99","23.55","21.42","21.13"
"20062","Ormaiztegi","35.03","32.77","29.46","32.70","35.24","31.85","31.67"
"48075","Orozko","36.70","33.72","35.74","35.53","38.05","36.80","38.07"
"48083","Ortuella","29.16","28.04","26.98","24.22","26.34","27.21","28.98"
"48072","Otxandio","15.88","14.71","13.63","15.25","16.41","17.58","17.77"
"01043","Oyón-Oion","37.86","35.91","36.23","36.64","39.55","37.68","35.75"
"20059","Oñati","45.14","43.26","42.34","42.05","43.17","43.14","43.39"
"20064","Pasaia","19.30","19.47","18.81","19.15","19.73","19.02","19.40"
"01044","Peñacerrada-Urizaharra","17.89","17.89","12.50","12.90","12.87","12.15","11.71"
"48077","Plentzia","14.04","13.61","13.50","13.24","12.49","10.18","9.77"
"48078","Portugalete","19.27","18.81","18.09","17.98","20.95","20.71","20.75"
"01047","Ribera Baja/Erribera Beitia","32.87","28.86","28.06","28.84","31.97","33.19","26.62"
"01051","Salvatierra/Agurain","28.18","27.88","27.35","26.66","26.65","27.04","27.43"
"01052","Samaniego","35.77","36.59","38.66","32.79","53.66","42.40","43.85"
"01053","San Millán/Donemiliaga","47.01","49.63","48.90","43.21","46.72","42.07","44.28"
"48082","Santurtzi","16.31","16.23","15.30","15.09","15.96","15.09","14.88"
"20070","Segura","18.14","17.97","15.81","14.88","14.21","12.03","11.77"
"48084","Sestao","14.65","14.62","14.76","14.43","16.64","14.40","13.78"
"48904","Sondika","51.74","59.51","57.38","60.12","61.81","62.91","61.84"
"48085","Sopela","20.14","19.60","18.97","18.13","16.92","16.07","15.30"
"48086","Sopuerta","21.91","22.09","19.69","20.33","27.10","25.14","24.50"
"20065","Soraluze-Placencia de las Armas","20.63","20.51","20.81","20.21","21.95","19.24","18.65"
"48076","Sukarrieta","69.05","66.07","71.43","73.29","74.68","71.24","62.91"
"20071","Tolosa","37.58","36.83","36.68","36.89","46.38","45.38","45.31"
"48087","Trucios-Turtzioz","22.60","23.08","20.00","19.83","19.21","17.87","17.92"
"48088","Ubide","11.54","12.82","12.66","11.25","14.29","10.47","9.76"
"48065","Ugao-Miraballes","22.53","23.38","24.73","23.43","22.44","21.56","22.86"
"48089","Urduliz","26.06","25.18","25.92","27.19","26.51","26.33","27.47"
"48074","Urduña/Orduña","16.68","17.02","16.99","17.96","18.38","17.84","18.23"
"01054","Urkabustaiz","22.46","21.61","20.17","20.59","21.84","19.51","17.40"
"20072","Urnieta","32.59","31.49","30.95","31.17","33.45","31.76","31.03"
"20077","Urretxu","24.89","23.13","22.74","23.85","25.43","23.00","21.82"
"20073","Usurbil","45.74","44.34","48.10","47.30","51.62","49.38","47.55"
"01055","Valdegovía/Gaubea","36.25","31.50","28.68","30.36","33.65","36.11","35.45"
"48080","Valle de Trápaga-Trapagaran","54.76","57.26","57.37","57.88","59.20","61.43","61.82"
"20075","Villabona","20.91","20.66","20.79","20.78","21.93","22.49","23.14"
"01057","Villabuena de Álava/Eskuernaga","51.13","52.63","51.47","58.52","65.22","61.54","51.80"
"01059","Vitoria-Gasteiz","53.00","51.59","50.71","50.82","50.96","50.33","49.96"
"01060","Yécora/Iekora","26.13","38.74","37.96","50.91","43.22","39.66","39.66"
"48095","Zaldibar","23.81","22.27","21.35","21.73","23.32","44.43","41.80"
"20078","Zaldibia","24.40","22.49","21.19","22.06","23.13","21.52","23.46"
"01061","Zalduondo","10.67","13.33","11.11","8.45","11.27","9.33","7.89"
"48096","Zalla","19.22","18.90","17.98","18.95","21.03","21.19","20.88"
"01062","Zambrana","11.52","10.91","8.24","8.77","9.20","9.36","14.01"
"48905","Zamudio","276.75","265.87","267.00","317.96","321.32","344.49","441.94"
"48097","Zaratamo","32.18","32.90","30.57","37.27","39.44","38.11","42.49"
"20079","Zarautz","31.73","31.67","30.19","30.72","30.34","29.10","29.47"
"48024","Zeanuri","20.42","19.47","17.62","17.96","16.26","16.67","16.33"
"48025","Zeberio","18.36","19.01","18.06","19.83","19.83","16.70","16.63"
"20025","Zegama","21.00","21.16","20.35","17.68","18.24","17.13","18.14"
"20026","Zerain","37.84","40.54","38.39","37.72","37.61","35.96","33.93"
"20027","Zestoa","33.29","31.85","31.45","30.82","31.31","25.33","26.69"
"48913","Zierbena","36.82","33.22","33.33","32.95","31.47","30.73","30.16"
"01018","Zigoitia","68.30","67.41","76.23","82.06","80.63","83.14","87.29"
"48915","Ziortza-Bolibar","11.80","11.80","11.80","28.33","22.60","29.82","32.94"
"20028","Zizurkil","22.53","20.76","21.82","25.41","27.39","26.58","26.99"
"01063","Zuia","33.48","34.22","35.29","35.62","33.97","32.23","30.16"
"20081","Zumaia","24.97","25.63","25.51","25.45","25.89","24.70","25.38"
"20080","Zumarraga","38.94","37.65","37.55","37.17","33.09","29.83","29.51"
