"Udalerri kodea","Udalerria","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004"
"01060","Yécora/Iekora","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48095","Zaldibar","3.85","3.48","4.07","3.36","3.57","4.12","4.49","3.80","5.19","4.88","2.33","1.16"
"20078","Zaldibia","5.26","7.14","5.77","6.25","8.33","7.69","4.17","4.65","5.56","2.78","3.03","2.94"
"01061","Zalduondo","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48096","Zalla","4.35","4.39","4.89","4.82","4.05","4.42","4.91","5.02","4.40","3.86","2.30","1.67"
"01062","Zambrana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","120.00"
"48905","Zamudio","20.99","13.68","14.14","14.00","15.84","15.52","13.08","12.21","13.04","12.17","9.09","0.00"
"48097","Zaratamo","4.76","3.77","4.44","4.76","6.06","4.88","4.44","4.26","5.56","4.76","2.56","2.50"
"20079","Zarautz","4.78","4.10","4.58","5.04","4.15","3.93","4.30","4.02","4.10","3.97","2.86","1.66"
"48024","Zeanuri","6.67","5.56","6.82","7.14","6.82","7.50","6.25","7.69","8.57","9.09","9.09","4.00"
"48025","Zeberio","6.06","5.41","5.26","6.06","6.67","6.45","7.14","7.14","13.64","8.70","8.00","3.33"
"20025","Zegama","6.45","5.97","6.33","4.17","6.45","4.92","5.45","6.52","4.65","6.06","8.00","5.26"
"20026","Zerain","22.22","16.67","18.18","20.00","25.00","33.33","25.00","37.50","14.29","50.00","25.00","16.67"
"20027","Zestoa","5.76","6.25","5.56","5.00","4.82","4.67","5.07","3.73","4.51","5.00","3.23","4.49"
"48913","Zierbena","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"01018","Zigoitia","6.98","7.14","5.56","5.66","5.88","5.26","6.12","5.88","6.67","7.89","5.41","2.94"
"48915","Ziortza-Bolibar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20028","Zizurkil","6.10","5.38","6.67","6.45","6.59","7.59","4.65","6.33","6.02","6.52","3.19","3.06"
"01063","Zuia","6.67","5.56","5.88","3.77","6.67","5.33","4.49","5.49","5.10","5.49","4.95","1.10"
"20081","Zumaia","4.17","4.14","4.68","4.57","4.59","4.35","3.93","3.92","4.07","3.51","3.40","2.45"
"20080","Zumarraga","2.64","2.55","2.54","2.26","1.75","2.08","1.01","0.99","1.03","1.00","1.14","1.18"
